Identifier,"Source String",Translation,Context,Labels,"Max. Length"
HRT_S_TMCC,"The mod catalog contains {ReviewedModCount} reviewed mods and was created on {Updated}.","Le catalogue des mods contient {ReviewedModCount} mods revus et a été créé le {Updated}.","HRT_S_TMCC
HtmlReportTemplate.tt section Themodcatalogcontains",,
HRT_S_VWC,"Version {FullVersion} with catalog {VersionString}.","Version {FullVersion} avec le catalogue {VersionString}.","HRT_S_VWC
HtmlReportTemplate.tt section Versionwithcatalog",,
HRT_S_YGM,"Your game has {SubscriptionCount} mods.","Votre jeu a {SubscriptionCount} mods.","HRT_S_YGM
HtmlReportTemplate.tt section Yourgamemods",,
HRTC_A_SNU,"No source code published, making it hard to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","Aucun code source publié, ce qui rend difficile la poursuite par un autre modder. Sans code source, il est également plus difficile de s'assurer qu'un mod n'inclut pas de code malveillant.","HRTC_A_SNU
HtmlReportTemplateCode.cs abandoned SourceNotUpdated",,
HRTC_A_SURL,"Author activated that source code should be bundled with the mod but is not published. This make it harder to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","L'auteur a activé ce code source, qui doit être fourni avec le mod mais n'est pas publié. Cela rend plus difficile la continuation par un autre modder. Sans le code source, il est également plus difficile de s'assurer qu'un mod n'inclut pas de code malveillant.","HRTC_A_SURL
HtmlReportTemplateCode.cs abandoned SourceUrl",,
HRTC_A_SM,"Some alternatives for this are (pick one, not all):","Certaines alternatives sont (choisir une, pas toutes):","HRTC_A_SM
HtmlReportTemplateCode.cs Alternatives subscribedMod",,
HRTC_A_SMC,"An alternative you could use:","Une alternative que vous pourriez utiliser :","HRTC_A_SMC
HtmlReportTemplateCode.cs Alternatives subscribedModCount",,
HRTC_BE_R,"If you use the asset editor and/or map editor, this may give serious issues.","Si vous utilisez l'éditeur de ressource et/ou l'éditeur de carte, cela peut créer de sérieux problèmes.","HRTC_BE_R
HtmlReportTemplateCode.cs BreaksEditors Remarks",,
HRTC_CRM_S,"Can't review local mods.","Impossible de vérifier les mods locaux.","HRTC_CRM_S
HtmlReportTemplateCode.cs cannotReviewMessage string",,
HRTC_CM_ID,Yes,Oui,"HRTC_CM_ID
HtmlReportTemplateCode.cs catalogMod IsDisabled",,
HRTC_IRS_CATA,"This is compatible with:","Ceci est compatible avec :","HRTC_IRS_CATA
HtmlReportTemplateCode.cs IncreaseReportSeverity CompatibleAccordingToAuthor",,
HRTC_IRS_IATA,"Unsubscribe either this one or the following mod it's incompatible with:","Désabonnez-vous de celui-ci ou du mod suivant car il est incompatible avec :","HRTC_IRS_IATA
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToAuthor",,
HRTC_IRS_IATU,"Users report an incompatibility with:","Les utilisateurs signalent une incompatibilité avec :","HRTC_IRS_IATU
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToUsers",,
HRTC_IRS_MAI,"This has major issues with:","Il y a des problèmes majeurs avec:","HRTC_IRS_MAI
HtmlReportTemplateCode.cs IncreaseReportSeverity MajorIssues and HtmlReportTemplate.tt LI_Link majorIssues)",,
HRTC_IRS_MI,"This has minor issues with:","Il y a des problèmes mineurs avec:","HRTC_IRS_MI
HtmlReportTemplateCode.cs IncreaseReportSeverity MinorIssues",,
HRTC_IRS_RSS,"This requires specific configuration to work together with:","Cela nécessite une configuration spécifique pour fonctionner ensemble avec:","HRTC_IRS_RSS
HtmlReportTemplateCode.cs IncreaseReportSeverity RequiresSpecificSettings",,
HRTC_IRS_SF,"Unsubscribe either this or the following incompatible mod with similar functionality:","Desabonnez vous de ceci ou du mod incompatible suivant avec des fonctionnalités similaires:","HRTC_IRS_SF
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionality",,
HRTC_IRS_SFC,"This has very similar functionality, but is still compatible with (do you need both?):","Ceci a des fonctionnalités très similaires, mais est toujours compatible avec ce mod (avez-vous besoin des deux?):","HRTC_IRS_SFC
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionalityCompatible",,
HRTC_IRS_SMDRT,"Unsubscribe either this or the other edition of the same mod:","Se désabonner de cette version ou de l'autre version du même mod :","HRTC_IRS_SMDRT
HtmlReportTemplateCode.cs IncreaseReportSeverity SameModDifferentReleaseType",,
HRTC_I_B,"UNSUBSCRIBE! This mod is broken.","DÉSABONNEZ-VOUS ! Ce mod est cassé.","HRTC_I_B
HtmlReportTemplateCode.cs Instability Broken",,
HRTC_I_GB,"UNSUBSCRIBE! This mod breaks the game.","DÉSABONNEZ-VOUS ! Ce mod corrompt le jeu.","HRTC_I_GB
HtmlReportTemplateCode.cs Instability GameBreaking",,
HRTC_I_IATW,"UNSUBSCRIBE! This mod is totally incompatible with the current game version.","DÉSABONNEZ-VOUS ! Ce mod est totalement incompatible avec la version actuelle du jeu.","HRTC_I_IATW
HtmlReportTemplateCode.cs Instability IncompatibleAccordingToWorkshop",,
HRTC_I_MAI,"Unsubscribe would be wise. This has major issues: {StabilityNote}.","Se désabonner serait sage. Il y a des problèmes majeurs {StabilityNote}.","HRTC_I_MAI
HtmlReportTemplateCode.cs Instability MajorIssues",,
HRTC_I_MAIC,"Check its Workshop page for details.","Consultez sa page du Workshop pour plus de détails.","HRTC_I_MAIC
HtmlReportTemplateCode.cs Instability MajorIssuesCheck, MinorIssuesCheck and UsersReportIssuesCheck",,
HRTC_I_RIM,"UNSUBSCRIBE! This requires a mod that is totally incompatible with the current game version.","DÉSABONNEZ-VOUS ! Ce mod nécessite un mod totalement incompatible avec la version actuelle du jeu.","HRTC_I_RIM
HtmlReportTemplateCode.cs Instability RequiresIncompatibleMod",,
HRTC_ICSM_S,"This is a cinematic camera script, which technically is a mod and thus listed here.","Il s'agit d'un script de caméra cinématique, qui techniquement est un mod et donc est listé ici.","HRTC_ICSM_S
HtmlReportTemplateCode.cs isCameraScriptMessage string",,
HRTC_ID_U,"Enable this if you want to use it, or unsubscribe it. Disabled mods can cause issues.","Activez ce mod si vous voulez l'utiliser, ou désabonnez-vous. Les mods désactivés peuvent causer des problèmes.","HRTC_ID_U
HtmlReportTemplateCode.cs IsDisabled Unsubscribe",,
HRTC_IMN_R,"None of your Steam Workshop mods need this, and it doesn't provide any functionality on its own.","Aucun de vos mods du Steam Workshop n'a besoin de ça, et il ne fournit aucune fonctionnalité par lui-même.","HRTC_IMN_R
HtmlReportTemplateCode.cs IsModNeeded Remarks",,
HRTC_IMN_RL,"Unsubscribe this unless it's needed for one of your local mods.","Désabonnez-vous à moins que cela ne soit nécessaire pour l'un de vos mods locaux.","HRTC_IMN_RL
HtmlReportTemplateCode.cs IsModNeeded RemarksLocal",,
HRTC_IMN_U,"Unsubscribe this. It is only needed for mods you don't have, and it doesn't provide any functionality on its own.","Désabonnez-vous. Il est seulement nécessaire pour des mods que vous n'avez pas, et il ne fournit aucune fonctionnalité par lui-même.","HRTC_IMN_U
HtmlReportTemplateCode.cs IsModNeeded Unsubscribe",,
HRTC_IS_S,Steam,Steam,"HRTC_IS_S
HtmlReportTemplateCode.cs isSteam steam",,
HRT_LIL_U,Unsubscribe,"Se désabonner","HRT_LIL_U
HtmlReportTemplateCode.cs LI_Link unsubscribe",,
HRTC_LLMID_BI,Built-in,Intégré,"HRTC_LLMID_BI
HtmlReportTemplateCode.cs LowestLocalModID builtin",,
HRTC_LLMID_L,Local,Local,"HRTC_LLMID_L
HtmlReportTemplateCode.cs LowestLocalModID local",,
HRTC_M_TV,"If you don't have a specific reason to use it, you'd better use the stable version instead.","Si vous n'avez pas de raison spécifique pour l'utiliser, vous devriez utiliser la version stable à la place.","HRTC_M_TV
HtmlReportTemplateCode.cs Message TestVersion",,
HRTC_NCS_MI,"This mod has the comment section disabled on the Steam Workshop, making it hard to see if other users are experiencing issues. Use with caution.","Ce mod a désactivé la section commentaire sur le Workshop Steam, ce qui rend difficile de voir si d'autres utilisateurs rencontrent des problèmes. À utiliser avec prudence.","HRTC_NCS_MI
HtmlReportTemplateCode.cs NoCommentSection MinorIssues",,
HRTC_ND_MI,"This has no description on the Steam Workshop. Support from the author is unlikely.","Ceci n'a pas de description sur le Workshop Steam. L'aide de l'auteur est peu probable.","HRTC_ND_MI
HtmlReportTemplateCode.cs NoDescription MinorIssues",,
HRTC_NKIM_S,"No known issues or incompatibilities with your other mods.","Aucun problème ou incompatibilité connus avec vos autres mods.","HRTC_NKIM_S
HtmlReportTemplateCode.cs noKnownIssuesMessage string",,
HRTC_R2_SM,"The author or the users of this mod recommend using the following as well:","L'auteur ou les utilisateurs de ce mod recommandent également d'utiliser ce qui suit :","HRTC_R2_SM
HtmlReportTemplateCode.cs Recommendations2 subscribedMod",,
HRTC_RDLC_U,"Unsubscribe this. It requires DLC you don't have:","Désabonnez-vous de ceci. Il nécessite un DLC que vous n'avez pas :","HRTC_RDLC_U
HtmlReportTemplateCode.cs RequiredDlc Unsubscribe",,
HRTC_RM_SM,"This mod requires other mods you don't have, or which are not enabled:","Ce mod nécessite d'autres mods que vous n'avez pas, ou qui ne sont pas activés :","HRTC_RM_SM
HtmlReportTemplateCode.cs RequiredMods subscribedMod",,
HRTC_RU_U,"Unsubscribe this. It is a re-upload of another mod, use that one instead (or its successor).","Désabonnez-vous. Il s'agit d'un re-upload d'un autre mod, utilisez celui-ci à la place (ou son successeur).","HRTC_RU_U
HtmlReportTemplateCode.cs Reupload Unsubscribe",,
HRTC_I_MAS,"Unsubscribe would be wise. This has major issues: {StabilityNote}","Se désabonner serait sage. Il y a des problèmes majeurs: {StabilityNote}","HRTC_I_MAS
HtmlReportTemplateCode.cs Stability MajorIssuesStabilityNote",,
HRTC_S_MI,"This has minor issues {StabilityNote}.","Il y a des problèmes mineurs {StabilityNote}.","HRTC_S_MI
HtmlReportTemplateCode.cs Stability MinorIssues",,
HRTC_S_MIS,"This has minor issues: {StabilityNote}","Ceci a des problèmes mineurs : {StabilityNote}","HRTC_S_MIS
HtmlReportTemplateCode.cs Stability MinorIssuesStabilityNote",,
HRTC_S_NEI,"There is not enough information about this mod to know if it works well.","Il n'y a pas assez d'informations sur ce mod pour savoir s'il fonctionne bien.","HRTC_S_NEI
HtmlReportTemplateCode.cs Stability NotEnoughInformation",,
HRTC_S_NEIC,"but it was updated for the current game version.","mais il a été mis à jour pour la version actuelle du jeu.","HRTC_S_NEIC
HtmlReportTemplateCode.cs Stability NotEnoughInformationCurrent and NotReviewedCurrent",,
HRTC_S_NEIV,"but it was updated for game version {GameVersion}.","mais il a été mis à jour pour la version {GameVersion} du jeu.","HRTC_S_NEIV
HtmlReportTemplateCode.cs Stability NotEnoughInformationVersion and NotReviewedVersion",,
HRTC_S_NR,"This mod has not been reviewed yet.","Ce mod n'a pas encore été revu.","HRTC_S_NR
HtmlReportTemplateCode.cs Stability NotReviewed",,
HRTC_S_S,"This is compatible with the current game version.","Ceci est compatible avec la version actuelle du jeu.","HRTC_S_S
HtmlReportTemplateCode.cs Stability Stable",,
HRTC_S_URS,"Users are reporting issues: {StabilityNote}","Les utilisateurs signalent des problèmes: {StabilityNote}","HRTC_S_URS
HtmlReportTemplateCode.cs Stability UserReportIssuesStabilityNote",,
HRTC_S_URI,"Users are reporting issues {StabilityNote}.","Les utilisateurs signalent les problèmes {StabilityNote}.","HRTC_S_URI
HtmlReportTemplateCode.cs Stability UsersReportIssues",,
HRTC_SS_TV,"This is a test version, but is considered quite stable.","Il s'agit d'une version de test, mais elle est considérée comme stable.","HRTC_SS_TV
HtmlReportTemplateCode.cs StabilityStable TestVersion",,
HRTC_S_A,"This seems to be abandoned and the author seems retired. Future updates are unlikely.","Cela semble être abandonné et l'auteur semble s'être retiré. Les mises à jour futures sont improbables.","HRTC_S_A
HtmlReportTemplateCode.cs Statuses Abandoned",,
HRTC_S_AR,"The author seems to be retired. Future updates are unlikely.","L'auteur semble être à la retraite. Les mises à jour futures sont improbables.","HRTC_S_AR
HtmlReportTemplateCode.cs Statuses authorRetired",,
HRTC_S_D,"This is deprecated and no longer supported by the author. If a successor/alternative is available, it would be wise to unsubscribe this mod and subscribe the successor/alternative instead.","This is deprecated and no longer supported by the author. If a successor/alternative is available, it would be wise to unsubscribe this mod and subscribe the successor/alternative instead.","HRTC_S_D
HtmlReportTemplateCode.cs Statuses Deprecated",,
HRTC_S_MFM,"This is only needed for modders or asset creators. Regular users don't need this one. Such mods should not be activated if you're not in the Editor. It's even better to exclude such mods with Loading Order Tool or to unsubscribe from them if you want to play the normal game.","Ceci est seulement nécessaire pour les moddeurs et créateurs d'assets. Les utilisateurs normaux n'en ont pas besoin. De tels mods ne devraient pas être activés si vous n'êtes pas dans l'Éditeur. Il est encore mieux d'exclure ces mods avec le Loading Order Tool ou de se désabonner de ces derniers si vous voulez jouer au jeu normalement.","HRTC_S_MFM
HtmlReportTemplateCode.cs Statuses ModForModders",,
HRTC_S_MC,"As the included music might be copyright protected, it is better not to use Music Packs for streaming to avoid legal issues.","Comme la musique incluse peut être protégée par le droit d'auteur, il est préférable de ne pas utiliser les Music Packs pour le streaming afin d'éviter des problèmes juridiques.","HRTC_S_MC
HtmlReportTemplateCode.cs Statuses MusicCopyright",,
HRTC_S_MCF,"The included music is said to be copyright-free and safe for streaming. Some restrictions might still apply though.","La musique incluse est dite sans droit d'auteur et peut être utilisée lors de streams. Certaines restrictions peuvent quand même s'appliquer.","HRTC_S_MCF
HtmlReportTemplateCode.cs Statuses MusicCopyrightFree",,
HRTC_S_MCU,"This includes music with unknown copyright status. Safer not to use it for streaming.","Cela inclut de la musique avec un statut de droit d'auteur inconnu. Il est plus sûr de ne pas l'utiliser pour des streams.","HRTC_S_MCU
HtmlReportTemplateCode.cs Statuses MusicCopyrightUnknown",,
HRTC_S_NIAR,"This seems to be abandoned. Future updates are unlikely.","Cela semble être abandonné. Les mises à jour futures sont improbables.","HRTC_S_NIAR
HtmlReportTemplateCode.cs Statuses nestedItemauthorRetired",,
HRTC_S_O,"Unsubscribe this. It is no longer needed.","Désabonnez-vous. Il n'est plus nécessaire.","HRTC_S_O
HtmlReportTemplateCode.cs Statuses Obsolete",,
HRTC_S_RFW,"Unsubscribe would be wise. This is no longer available on the Steam Workshop.","Se désabonner serait sage. Ceci n'est plus disponible sur le Steam Workshop.","HRTC_S_RFW
HtmlReportTemplateCode.cs Statuses RemovedFromWorkshop",,
HRTC_S_SCLW,"NOTE: After using this mod, game saves won't (easily) load without it anymore.","REMARQUE : Après avoir utilisé ce mod, les sauvegardes de jeu ne se chargeront plus (facilement) sans lui.","HRTC_S_SCLW
HtmlReportTemplateCode.cs Statuses SavesCantLoadWithout",,
HRTC_S_TVA,"This is a test version. If you don't have a specific reason to use it, you'd better use the stable version instead.","Ceci est une version de test. Si vous n'avez pas de raison spécifique pour l'utiliser, vous devriez utiliser la version stable à la place.","HRTC_S_TVA
HtmlReportTemplateCode.cs Statuses TestVersion Alternatives",,
HRTC_SS_SM,"This is succeeded by any of the following (pick one, not all):","Ceci est remplacable de préférence par l'un des suivants (choisir un, pas tous) :","HRTC_SS_SM
HtmlReportTemplateCode.cs Successors subscribedMod",,
HRTC_S_SMC,"This is succeeded by:","Ceci est continué par:","HRTC_S_SMC
HtmlReportTemplateCode.cs Successors subscribedModCount",,
HRTC_S_U,"Unsubscribe this. It is succeeded by a mod you already have:","Désabonnez-vous de cela. Il est remplacé par un mod que vous avez déjà :","HRTC_S_U
HtmlReportTemplateCode.cs Successors Unsubscribe",,
HRTC_S_WSP,"Workshop page:","Page du Workshop :","HRTC_S_WSP
HtmlReportTemplateCode.cs Successors WorkshopPage",,
REP_ATT_NEW,"ATTENTION: <br />Whenever a NEW GAME VERSION is released, various mods might stop working correctly or may even break completely!<br /><br />Make sure you get the latest updates of all mods and read your report carefully. It is possible that you may even have to switch and subscribe to a new alternative version of a mod.<br /><br />If your city isn't working properly, DO NOT overwrite its save! It may be useful to use ""-noWorkshop"" as a starting parameter to play pure Vanilla in a new city until all mods are updated or alternatives are available. (Warning: Savegames used by mods may not load in vanilla mode!)<br /><br />For more information, see Launch Options - Cities Skylines https://steamcommunity.com/sharedfiles/filedetails/?id=466981085. A list of broken mods is also available at https://pdxint.at/BrokenModCS.","ATTENTION :<br /> Lorsqu'une NOUVELLE VERSION DU JEU est publiée, beaucoup de mods peuvent ne plus fonctionner correctement ou même complétement cassés !<br /><br />Vérifiez que vous avez les dernières versions de tous les mods et lisez le rapport attentivement. Il est possible que vous ayez à passer à une nouvelle version alternative d'un mod.<br /><br />Si votre ville ne fonctionne pas correctement, N'ÉCRASEZ PAS la sauvegarde ! Il peut être utile d'utiliser le paramètre de lancement ""-noWorkshop"" pour jouer en vanilla (sans mods) sur une nouvelle ville en attendant que les mods soient mis à jour ou que des alternatives soient disponibles. (Attention : Les sauvegardes utilisées par des mods peuvent ne pas charger en vanilla !)<br /><br />Pour plus d'infos, regardez Launch Options - Cities Skylines https://steamcommunity.com/sharedfiles/filedetails/?id=466981085. Une liste des mods cassés est aussi disponible à https://pdxint.at/BrokenModCS.","REP_ATT_NEW
Generic information in the header of the Report, will stay all time.",,
SET_BAO_AG,"Advanced options","Options avancées","SET_BAO_AG
SettingsUI.cs BuildAdvancedOptionsUI advancedGroup",,
SET_BAO_DM,"Debug Mode","Mode débogage","SET_BAO_DM
SettingsUI.cs BuildAdvancedOptionsUI debugMode",,
SET_BAO_MLS,"Max log size (in KB)","Taille maximale du log (en Ko)","SET_BAO_MLS
SettingsUI.cs BuildAdvancedOptionsUI maxLogSize",,
SET_BAO_MR,"Number of catalog download retries","Nombre de tentatives de téléchargement du catalogue","SET_BAO_MR
SettingsUI.cs BuildAdvancedOptionsUI maxRetries",,
SET_BAO_MVL,"Mod version","Version du mod","SET_BAO_MVL
SettingsUI.cs BuildAdvancedOptionsUI modVersionLabel",,
SET_BAO_ORAS,"Reset all settings","Réinitialiser tous les paramètres","SET_BAO_ORAS
SettingsUI.cs BuildAdvancedOptionsUI OnResetAllSettings",,
SET_BAO_SBM,"Scan before entering Main Menu","Analyser avant d'arriver sur le menu principal","SET_BAO_SBM
SettingsUI.cs BuildAdvancedOptionsUI scanBeforeMenu",,
SET_BCO_CG,"Catalog options","Options du catalogue","SET_BCO_CG
SettingsUI.cs BuildCatalogOptionsUI catalogGroup",,
SET_BCO_UIBD,"Download now","Télécharger maintenant","SET_BCO_UIBD
SettingsUI.cs BuildCatalogOptionsUI download",,
SET_BCO_DFD,Download,Téléchargements,"SET_BCO_DFD
SettingsUI.cs BuildCatalogOptionsUI downloadFrequencyDropdown",,
SET_BCO_SUIT,"Catalog version","Version du catalogue","SET_BCO_SUIT
SettingsUI.cs BuildCatalogOptionsUI SettingsUIText",,
