Identifier,"Source String",Translation,Context,Labels,"Max. Length"
HRT_RS_RP,"MODS WITH REMARKS:",个需要备注的模组：,"HRT_RS_RP
HtmlReportTemplate.tt RenderSection remarksplural",,
HRT_RS_RS,"MOD WITH REMARK:",带注释的模组：,"HRT_RS_RS
HtmlReportTemplate.tt RenderSection remarkssingular",,
HRT_RS_UP,"MODS COULD OR SHOULD BE UNSUBSCRIBED:",个可以或必须取消订阅的模组：,"HRT_RS_UP
HtmlReportTemplate.tt RenderSection unsubscribeplural",,
HRT_RS_US,"MOD COULD OR SHOULD BE UNSUBSCRIBED:",可以或必须取消订阅的模组：,"HRT_RS_US
HtmlReportTemplate.tt RenderSection unsubscribesingular",,
HRT_S_CRC,"{name}, created on {date+time}","{name}，创建于 {date+time}","HRT_S_CRC
HtmlReportTemplate.tt section CompatibilityReportCreated",,
HRT_S_MUA,"Mods updated after this date might have an outdated review below.",在此日期之后更新的模组可能在下面有过时的报告信息。,"HRT_S_MUA
HtmlReportTemplate.tt section Modsupdaterafter",,
HRT_S_TMCC,"The mod catalog contains {ReviewedModCount} reviewed mods and was created on {Updated}.","模组目录包含 {ReviewedModCount} 个经过审核的模组，创建于 {Updated}。","HRT_S_TMCC
HtmlReportTemplate.tt section Themodcatalogcontains",,
HRT_S_VWC,"Version {FullVersion} with catalog {VersionString}.","版本 {FullVersion} 包含目录 {VersionString}。","HRT_S_VWC
HtmlReportTemplate.tt section Versionwithcatalog",,
HRT_S_YGM,"Your game has {SubscriptionCount} mods.","您的游戏有 {SubscriptionCount} 个模组。","HRT_S_YGM
HtmlReportTemplate.tt section Yourgamemods",,
HRTC_A_SNU,"No source code published, making it hard to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","没有公开发布源代码，这使其他人很难接手。 没有源代码，也很难确保模组不含恶意代码。","HRTC_A_SNU
HtmlReportTemplateCode.cs abandoned SourceNotUpdated",,
HRTC_A_SURL,"Author activated that source code should be bundled with the mod but is not published. This make it harder to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","作者激活了“源代码与模组捆绑”选项，但没有发布源代码。 这使其他人很难接手此模组。没有源代码，也更难确保模组不含恶意代码。","HRTC_A_SURL
HtmlReportTemplateCode.cs abandoned SourceUrl",,
HRTC_A_SM,"Some alternatives for this are (pick one, not all):",这方面的一些备选办法(请选择一个而不是全部)：,"HRTC_A_SM
HtmlReportTemplateCode.cs Alternatives subscribedMod",,
HRTC_A_SMC,"An alternative you could use:",您可以使用的备选方案：,"HRTC_A_SMC
HtmlReportTemplateCode.cs Alternatives subscribedModCount",,
HRTC_BE_R,"If you use the asset editor and/or map editor, this may give serious issues.",这个模组可能在您使用资产或地图编辑器时造成严重问题。,"HRTC_BE_R
HtmlReportTemplateCode.cs BreaksEditors Remarks",,
HRTC_CRM_S,"Can't review local mods.",无法检查本地模组。,"HRTC_CRM_S
HtmlReportTemplateCode.cs cannotReviewMessage string",,
HRTC_CM_ID,Yes,是,"HRTC_CM_ID
HtmlReportTemplateCode.cs catalogMod IsDisabled",,
HRTC_IRS_CATA,"This is compatible with:",这与以下模组兼容：,"HRTC_IRS_CATA
HtmlReportTemplateCode.cs IncreaseReportSeverity CompatibleAccordingToAuthor",,
HRTC_IRS_IATA,"Unsubscribe either this one or the following mod it's incompatible with:",取消订阅以下不兼容模组：,"HRTC_IRS_IATA
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToAuthor",,
HRTC_IRS_IATU,"Users report an incompatibility with:",有用户报告以下模组与之存在不兼容问题：,"HRTC_IRS_IATU
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToUsers",,
HRTC_IRS_MAI,"This has major issues with:",这有以下主要问题：,"HRTC_IRS_MAI
HtmlReportTemplateCode.cs IncreaseReportSeverity MajorIssues and HtmlReportTemplate.tt LI_Link majorIssues)",,
HRTC_IRS_MI,"This has minor issues with:",这涉及以下几个次要问题：,"HRTC_IRS_MI
HtmlReportTemplateCode.cs IncreaseReportSeverity MinorIssues",,
HRTC_IRS_RSS,"This requires specific configuration to work together with:",这需要特定的配置才能与以下各项协同工作：,"HRTC_IRS_RSS
HtmlReportTemplateCode.cs IncreaseReportSeverity RequiresSpecificSettings",,
HRTC_IRS_SF,"Unsubscribe either this or the following incompatible mod with similar functionality:",取消订阅这个或以下具有类似功能的不兼容模组：,"HRTC_IRS_SF
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionality",,
HRTC_IRS_SFC,"This has very similar functionality, but is still compatible with (do you need both?):",这具有非常相似的功能，但仍然兼容（您需要两者吗？）：,"HRTC_IRS_SFC
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionalityCompatible",,
HRTC_IRS_SMDRT,"Unsubscribe either this or the other edition of the same mod:",取消订阅此版本或同一模组的其他版本：,"HRTC_IRS_SMDRT
HtmlReportTemplateCode.cs IncreaseReportSeverity SameModDifferentReleaseType",,
HRTC_I_B,"UNSUBSCRIBE! This mod is broken.",立刻取消订阅！这个模组已无法运行。,"HRTC_I_B
HtmlReportTemplateCode.cs Instability Broken",,
HRTC_I_GB,"UNSUBSCRIBE! This mod breaks the game.",立刻取消订阅！这个模组会导致游戏崩溃。,"HRTC_I_GB
HtmlReportTemplateCode.cs Instability GameBreaking",,
HRTC_I_IATW,"UNSUBSCRIBE! This mod is totally incompatible with the current game version.",立刻取消订阅！这个模组与当前的游戏版本不兼容。,"HRTC_I_IATW
HtmlReportTemplateCode.cs Instability IncompatibleAccordingToWorkshop",,
HRTC_I_MAI,"Unsubscribe would be wise. This has major issues {StabilityNote}.",建议取消订阅。这个模组有如下的重大问题：{StabilityNote}。请参考该模组的工坊页面以了解详细信息。,"HRTC_I_MAI
HtmlReportTemplateCode.cs Instability MajorIssues",,
HRTC_I_MAIC,"Check its Workshop page for details.",请参考其工坊页面以了解详细信息。,"HRTC_I_MAIC
HtmlReportTemplateCode.cs Instability MajorIssuesCheck, MinorIssuesCheck and UsersReportIssuesCheck",,
HRTC_I_RIM,"UNSUBSCRIBE! This requires a mod that is totally incompatible with the current game version.",立刻取消订阅！这个模组所依赖的另一个模组与当前的游戏版本不兼容。,"HRTC_I_RIM
HtmlReportTemplateCode.cs Instability RequiresIncompatibleMod",,
HRTC_ICSM_S,"This is a cinematic camera script, which technically is a mod and thus listed here.",这是电影摄像机脚本，从技术上来说是一个模组，因此列于此处。,"HRTC_ICSM_S
HtmlReportTemplateCode.cs isCameraScriptMessage string",,
HRTC_ID_U,"Enable this if you want to use it, or unsubscribe it. Disabled mods can cause issues.",如果您想要使用这个模组，就请启用它；要么取消订阅。禁用模组（而不取消订阅）可能会导致一些问题。,"HRTC_ID_U
HtmlReportTemplateCode.cs IsDisabled Unsubscribe",,
HRTC_IMN_R,"None of your Steam Workshop mods need this, and it doesn't provide any functionality on its own.",您所订阅的任何一个Steam工坊模组都不依赖于这个模组，它本身也不单独提供任何实际功能。,"HRTC_IMN_R
HtmlReportTemplateCode.cs IsModNeeded Remarks",,
HRTC_IMN_RL,"Unsubscribe this unless it's needed for one of your local mods.",请取消订阅这个模组，除非您的某个本地模组需要它。,"HRTC_IMN_RL
HtmlReportTemplateCode.cs IsModNeeded RemarksLocal",,
HRTC_IMN_U,"Unsubscribe this. It is only needed for mods you don't have, and it doesn't provide any functionality on its own.",请取消订阅。您没有订阅任何依赖于这个模组的模组，它本身也不单独提供任何实际功能。,"HRTC_IMN_U
HtmlReportTemplateCode.cs IsModNeeded Unsubscribe",,
HRTC_IS_S,Steam,Steam,"HRTC_IS_S
HtmlReportTemplateCode.cs isSteam steam",,
HRT_LIL_U,Unsubscribe,取消订阅,"HRT_LIL_U
HtmlReportTemplateCode.cs LI_Link unsubscribe",,
HRTC_LLMID_BI,Built-in,内置,"HRTC_LLMID_BI
HtmlReportTemplateCode.cs LowestLocalModID builtin",,
HRTC_LLMID_L,Local,本地,"HRTC_LLMID_L
HtmlReportTemplateCode.cs LowestLocalModID local",,
HRTC_M_TV,"If you don't have a specific reason to use it, you'd better use the stable version instead.",如果您没有特别必要的理由，还是请使用它的正式版本。,"HRTC_M_TV
HtmlReportTemplateCode.cs Message TestVersion",,
HRTC_NCS_MI,"This mod has the comment section disabled on the Steam Workshop, making it hard to see if other users are experiencing issues. Use with caution.",这个模组在Steam工坊上的评论区已被禁用。这样一来，就很难了解其他用户是否遇到问题。请谨慎使用。,"HRTC_NCS_MI
HtmlReportTemplateCode.cs NoCommentSection MinorIssues",,
HRTC_ND_MI,"This has no description on the Steam Workshop. Support from the author is unlikely.",这个模组的Steam工坊页面上没有任何描述。可能很难得到作者的技术支持。,"HRTC_ND_MI
HtmlReportTemplateCode.cs NoDescription MinorIssues",,
HRTC_NKIM_S,"No known issues or incompatibilities with your other mods.",目前没有任何已知问题，或是与您订阅的其它任何模组存在不兼容问题。,"HRTC_NKIM_S
HtmlReportTemplateCode.cs noKnownIssuesMessage string",,
HRTC_R2_SM,"The author or the users of this mod recommend using the following as well:",这个模组的作者/其他的用户建议同以下模组一起使用：,"HRTC_R2_SM
HtmlReportTemplateCode.cs Recommendations2 subscribedMod",,
HRTC_RDLC_U,"Unsubscribe this. It requires DLC you don't have:",请取消订阅。这个模组需要您目前尚未持有的DLC：,"HRTC_RDLC_U
HtmlReportTemplateCode.cs RequiredDlc Unsubscribe",,
HRTC_RM_SM,"This mod requires other mods you don't have, or which are not enabled:",这个模组需要一个您尚未订阅或启用的模组：,"HRTC_RM_SM
HtmlReportTemplateCode.cs RequiredMods subscribedMod",,
HRTC_RU_U,"Unsubscribe this. It is a re-upload of another mod, use that one instead (or its successor).",请取消订阅。这个模组是另一个模组的重新上传版本，请转而使用那一个模组（或是其继承模组）。,"HRTC_RU_U
HtmlReportTemplateCode.cs Reupload Unsubscribe",,
HRTC_I_MAS,"Unsubscribe would be wise. This has major issues: {StabilityNote}","退订将是明智的。这个模组有重大问题： {StabilityNote}","HRTC_I_MAS
HtmlReportTemplateCode.cs Stability MajorIssuesStabilityNote",,
HRTC_S_MI,"This has minor issues {StabilityNote}.","这个模组有如下的次要问题：{StabilityNote}
请参考该模组的工坊页面以了解详细信息。","HRTC_S_MI
HtmlReportTemplateCode.cs Stability MinorIssues",,
HRTC_S_MIS,"This has minor issues: {StabilityNote}","这有次要的问题： {StabilityNote}","HRTC_S_MIS
HtmlReportTemplateCode.cs Stability MinorIssuesStabilityNote",,
HRTC_S_NEI,"There is not enough information about this mod to know if it works well.",没有足够的信息可用于推断这个模组的稳定性。,"HRTC_S_NEI
HtmlReportTemplateCode.cs Stability NotEnoughInformation",,
HRTC_S_NEIC,"but it was updated for the current game version.",但它已更新到当前游戏版本。,"HRTC_S_NEIC
HtmlReportTemplateCode.cs Stability NotEnoughInformationCurrent and NotReviewedCurrent",,
HRTC_S_NEIV,"but it was updated for game version {GameVersion}.","但它已更新为游戏版本 {GameVersion}。","HRTC_S_NEIV
HtmlReportTemplateCode.cs Stability NotEnoughInformationVersion and NotReviewedVersion",,
HRTC_S_NR,"This mod has not been reviewed yet.",此模组尚未被检查。,"HRTC_S_NR
HtmlReportTemplateCode.cs Stability NotReviewed",,
HRTC_S_S,"This is compatible with the current game version.",这个模组与当前游戏版本兼容。,"HRTC_S_S
HtmlReportTemplateCode.cs Stability Stable",,
HRTC_S_URS,"Users are reporting issues: {StabilityNote}","有用户报告了问题: {StabilityNote}","HRTC_S_URS
HtmlReportTemplateCode.cs Stability UserReportIssuesStabilityNote",,
HRTC_S_URI,"Users are reporting issues {StabilityNote}.",有用户报告了问题：{StabilityNote},"HRTC_S_URI
HtmlReportTemplateCode.cs Stability UsersReportIssues",,
HRTC_SS_TV,"This is a test version, but is considered quite stable.",这是一个测试版模组，但好像还算稳定。,"HRTC_SS_TV
HtmlReportTemplateCode.cs StabilityStable TestVersion",,
HRTC_S_A,"This seems to be abandoned and the author seems retired. Future updates are unlikely.",这个模组看上去已被弃坑，而其作者好像也退坑了。未来继续更新的可能性很低。,"HRTC_S_A
HtmlReportTemplateCode.cs Statuses Abandoned",,
HRTC_S_AR,"The author seems to be retired. Future updates are unlikely.",这个模组的作者好像退坑了。未来继续更新的可能性很低。,"HRTC_S_AR
HtmlReportTemplateCode.cs Statuses authorRetired",,
HRTC_S_D,"This is deprecated, no longer supported by the author and a successor is available. Therefore it would be wise to unsubscribe this mod and subscribe the successor instead.",此模组已经废弃，不再受模组制作者的支持，并且已有一个继任模组。因此最好取消订阅该模组，并改为订阅继任模组。,"HRTC_S_D
HtmlReportTemplateCode.cs Statuses Deprecated",,
HRTC_S_MFM,"This is only needed for modders or asset creators. Regular users don't need this one. Such mods should not be activated if you're not in the Editor. It's even better to exclude such mods with Loading Order Tool or to unsubscribe from them if you want to play the normal game.","该模组仅适用于模组作者或资产作者，普通玩家并不需要它。当您不使用编辑器时，就应该禁用此类模组。如果您想运行存档，最好使用 Loading Order Tool 禁用此类模组，或者取消订阅。","HRTC_S_MFM
HtmlReportTemplateCode.cs Statuses ModForModders",,
HRTC_S_MC,"As the included music might be copyright protected, it is better not to use Music Packs for streaming to avoid legal issues.",由于其所包含的音乐可能受到版权保护，为了避免法律纠纷问题，最好不要使用音乐包进行直播。,"HRTC_S_MC
HtmlReportTemplateCode.cs Statuses MusicCopyright",,
HRTC_S_MCF,"The included music is said to be copyright-free and safe for streaming. Some restrictions might still apply though.",所包含的音乐据称没有版权限制且可以用于直播。但还请小心其它的限制要求。,"HRTC_S_MCF
HtmlReportTemplateCode.cs Statuses MusicCopyrightFree",,
HRTC_S_MCU,"This includes music with unknown copyright status. Safer not to use it for streaming.",所包含的音乐的版权保护情况未知。安全起见，不要用于直播。,"HRTC_S_MCU
HtmlReportTemplateCode.cs Statuses MusicCopyrightUnknown",,
HRTC_S_NIAR,"This seems to be abandoned. Future updates are unlikely.",这个模组好像被放弃了。未来继续更新的可能性很低。,"HRTC_S_NIAR
HtmlReportTemplateCode.cs Statuses nestedItemauthorRetired",,
HRTC_S_O,"Unsubscribe this. It is no longer needed.",取消订阅。这个模组已不再必要。,"HRTC_S_O
HtmlReportTemplateCode.cs Statuses Obsolete",,
HRTC_S_RFW,"Unsubscribe would be wise. This is no longer available on the Steam Workshop.",建议取消订阅。这个模组已经从Steam工坊上消失了。,"HRTC_S_RFW
HtmlReportTemplateCode.cs Statuses RemovedFromWorkshop",,
HRTC_S_SCLW,"NOTE: After using this mod, game saves won't (easily) load without it anymore.",注意：一旦开始使用这个模组，就不能在（简单）移除了该模组的情况下加载游戏存档。,"HRTC_S_SCLW
HtmlReportTemplateCode.cs Statuses SavesCantLoadWithout",,
HRTC_S_TVA,"This is a test version. If you don't have a specific reason to use it, you'd better use the stable version instead.",这是一个测试版模组。如果您没有特别必要的理由，还是请使用它的正式版本。,"HRTC_S_TVA
HtmlReportTemplateCode.cs Statuses TestVersion Alternatives",,
HRTC_SS_SM,"This is succeeded by any of the following (pick one, not all):",这个模组的功能已被如下的一些模组继承（单选，不是多选！）：,"HRTC_SS_SM
HtmlReportTemplateCode.cs Successors subscribedMod",,
HRTC_S_SMC,"This is succeeded by:",这个模组的功能已被另一个模组继承：,"HRTC_S_SMC
HtmlReportTemplateCode.cs Successors subscribedModCount",,
HRTC_S_U,"Unsubscribe this. It is succeeded by a mod you already have:",请取消订阅。您已订阅了一个继承了它的功能的模组：,"HRTC_S_U
HtmlReportTemplateCode.cs Successors Unsubscribe",,
HRTC_S_WSP,"Workshop page:",工坊页面：,"HRTC_S_WSP
HtmlReportTemplateCode.cs Successors WorkshopPage",,
REP_ATT_NEW,"ATTENTION: <br />Whenever a NEW GAME VERSION is released, various mods might stop working correctly or may even break completely!<br /><br />Make sure you get the latest updates of all mods and read your report carefully. It is possible that you may even have to switch and subscribe to a new alternative version of a mod.<br /><br />If your city isn't working properly, DO NOT overwrite its save! It may be useful to use ""-noWorkshop"" as a starting parameter to play pure Vanilla in a new city until all mods are updated or alternatives are available. (Warning: Savegames used by mods may not load in vanilla mode!)<br /><br />For more information, see Launch Options - Cities Skylines https://steamcommunity.com/sharedfiles/filedetails/?id=466981085. A list of broken mods is also available at https://pdxint.at/BrokenModCS.","请注意：<br />每当游戏发布更新时，许多模组可能无法正常运行，甚至可能完全崩溃！<br /><br />请您务必将所有模组更新到最新版本，并仔细阅读您的报告。您甚至有可能需要订阅新的替代模组。<br /><br />如果你的存档没有正常运行，保存时一定不要覆盖旧存档！建议使用 ""-noWorkshop"" 启动参数，新建一个纯原版存档玩，直到所有模组都已更新，或者都有可用的替代版本。（警告：使用了模组的存档，可能无法在纯原版模式中加载！）<br /><br />更多信息请查看城市天际线的启动选项 https://steamcommunity.com/sharedfiles/filedetails/?id=466981085。还有一份损坏模组列表，您可在 https://pdxint.at/BrokenModCS 查看。","REP_ATT_NEW
Generic information in the header of the Report, will stay all time.",,
SET_BAO_AG,"Advanced options",高级选项：,"SET_BAO_AG
SettingsUI.cs BuildAdvancedOptionsUI advancedGroup",,
SET_BAO_DM,"Debug Mode",调试模式,"SET_BAO_DM
SettingsUI.cs BuildAdvancedOptionsUI debugMode",,
SET_BAO_MLS,"Max log size (in KB)","最大日志大小(单位为 KB)","SET_BAO_MLS
SettingsUI.cs BuildAdvancedOptionsUI maxLogSize",,
SET_BAO_MR,"Number of catalog download retries",目录下载重试次数,"SET_BAO_MR
SettingsUI.cs BuildAdvancedOptionsUI maxRetries",,
SET_BAO_MVL,"Mod version",模组版本,"SET_BAO_MVL
SettingsUI.cs BuildAdvancedOptionsUI modVersionLabel",,
SET_BAO_ORAS,"Reset all settings",重置所有设置,"SET_BAO_ORAS
SettingsUI.cs BuildAdvancedOptionsUI OnResetAllSettings",,
SET_BAO_SBM,"Scan before entering Main Menu",在进入主菜单前扫描,"SET_BAO_SBM
SettingsUI.cs BuildAdvancedOptionsUI scanBeforeMenu",,
SET_BCO_CG,"Catalog options",目录选项,"SET_BCO_CG
SettingsUI.cs BuildCatalogOptionsUI catalogGroup",,
SET_BCO_UIBD,"Download now",立刻下载,"SET_BCO_UIBD
SettingsUI.cs BuildCatalogOptionsUI download",,
SET_BCO_DFD,Download,下载,"SET_BCO_DFD
SettingsUI.cs BuildCatalogOptionsUI downloadFrequencyDropdown",,
SET_BCO_SUIT,"Catalog version",目录版本,"SET_BCO_SUIT
SettingsUI.cs BuildCatalogOptionsUI SettingsUIText",,
SET_BCO_TWF,"Text Report width",文本报告宽度,"SET_BCO_TWF
SettingsUI.cs BuildCatalogOptionsUI textWidthField",,
SET_BRG_CPB,"Change path",更改路径,"SET_BRG_CPB
SettingsUI.cs BuildRecordGroupUI changePathBtn",,
SET_BRG_LAN,Language,语言,"SET_BRG_LAN
SettingsUI.cs BuildRecordGroupUI Language",,
SET_BRG_NW,"'--noWorkshop' launch option detected. No report was generated",检测到无工坊内容（--noWorkshop）启动选项，因此不会生成报告。,"SET_BRG_NW
SettingsUI.cs BuildRecordGroupUI noWorkshop",,
SET_BRG_OGR,"Generate report(s)",生成报告,"SET_BRG_OGR
SettingsUI.cs BuildRecordGroupUI OnGenerateReports",,
SET_BRG_OOF,"Open folder",打开文件夹,"SET_BRG_OOF
SettingsUI.cs BuildRecordGroupUI OnOpenFolder",,
SET_BRG_OOR,"Open report(s)",打开报告,"SET_BRG_OOR
SettingsUI.cs BuildRecordGroupUI OnOpenReports",,
SET_BRG_OHRISO,"Use Steam Overlay to open HTML report if available.","如果可以，请使用 Steam Overlay 打开 HTML 报告。","SET_BRG_OHRISO
SettingsUI.cs BuildRecordGroupUI OpenHtmlReportInSteamOverlay",,
SET_BRG_PE,"Access to the Steam Workshop is required for the mod to work properly.",这个模组需要您能正常访问Steam工坊。,"SET_BRG_PE
SettingsUI.cs BuildRecordGroupUI platformError",,
SET_BRG_PT,"Platform not supported",不支持此平台,"SET_BRG_PT
SettingsUI.cs BuildRecordGroupUI platformType",,
SET_BRG_RG,"Report options",报告选项,"SET_BRG_RG
SettingsUI.cs BuildRecordGroupUI reportGroup",,
SET_BRG_RP,"Mod Errors",模组错误,"SET_BRG_RP
SettingsUI.cs BuildRecordGroupUI reportPanel",,
SET_BRG_RPTF,"Report path",报告文件路径,"SET_BRG_RPTF
SettingsUI.cs BuildRecordGroupUI reportPathTextField",,
SET_BRG_RTD,"Report type",报告文件类型,"SET_BRG_RTD
SettingsUI.cs BuildRecordGroupUI reportTypeDropdown",,
SET_BRG_RPB,"Reset path to default",重置默认路径,"SET_BRG_RPB
SettingsUI.cs BuildRecordGroupUI resetPathBtn",,
