Identifier,"Source String",Translation,Context,Labels,"Max. Length"
HRT_GI_AR,"Always READ the mod description on the Steam Workshop before subscribing.","LEGGI sempre la descrizione della mod sul Workshop di Steam prima di sottoscrivere.","HRT_GI_AR
HtmlReportTemplate.tt General information Alwaysread",,
HRT_GI_BML,"The list of {linkBrokenMods} can help you not to subscribe such at all.","La lista di {linkBrokenMods} può aiutarti a non farti sottoscrivere per nulla.","HRT_GI_BML
HtmlReportTemplate.tt General information BrokenModList",,
HRT_GI_ETD,"Always EXIT TO DESKTOP and restart the game. Never exit to main menu!","Uscire sempre al desktop e riavviare il gioco. Non uscire mai al menu principale!","HRT_GI_ETD
HtmlReportTemplate.tt General information Exittodesktop",,
HRT_GI_M,"Found a mistake? Please fill out this {form}.","Trovato un errore? Compila questo {form}.","HRT_GI_M
HtmlReportTemplate.tt General information Form",,
HRT_GI_HI,"Having issues with a mod? Make a comment on its Workshop page so the author knows.","Problemi con una mod? Lascia un commento sulla sua pagina Workshop per informare l'autore.","HRT_GI_HI
HtmlReportTemplate.tt General information Havingissues",,
HRT_GI_H,"General information","Informazioni generali","HRT_GI_H
HtmlReportTemplate.tt General information Header",,
HRT_GI_NU,"NEVER (un)subscribe to anything while the game is running! This resets some mods.","Non annullare MAI la sottoscrizione ad alcun oggetto mentre la partita è in corso! Ciò reimposta alcune mod.","HRT_GI_NU
HtmlReportTemplate.tt General information Neverunsubscribe",,
HRT_GI_NW,"Mod compatible, but not working? Try unsubscribe and resubscribe (while not in game).","Mod compatibile, ma non funzionante? Prova ad annullare la sottoscrizione e a sottoscrivere di nuovo (mentre non in gioco).","HRT_GI_NW
HtmlReportTemplate.tt General information notworking",,
HRT_GI_RML,"The list of {linkRecommendedMods} helps to decide which mods to subscribe.","La lista di {linkRecommendedMods} ti aiuta a decidere quali mod sottoscrivere.","HRT_GI_RML
HtmlReportTemplate.tt General information RecommendedModList",,
HRT_GI_WP,"When playing with mods, save to a new savegame often and make frequent BACKUPS.","Quando si gioca con le mod, salva spesso in un nuovo salvataggio e fai frequenti BACKUP.","HRT_GI_WP
HtmlReportTemplate.tt General information Whenplaying",,
HRT_IO_SOW,"WARNING: The latest review catalog could not be downloaded. Results might be outdated.","ATTENZIONE: L'ultimo catalogo di compatibilità non può essere scaricato. I risultati potrebbero essere obsoleti.","HRT_IO_SOW
HtmlReportTemplate.tt Is outdated ShowOutdatedWarning",,
HRT_LIL_MAI,"Major Issues","Problemi maggiori","HRT_LIL_MAI
HtmlReportTemplate.tt LI_Link majorIssues",,
HRT_LIL_MI,"Minor Issues","Problemi minori","HRT_LIL_MI
HtmlReportTemplate.tt LI_Link minorIssues",,
HRT_LIL_NTR,"Nothing to report","Niente da segnalare","HRT_LIL_NTR
HtmlReportTemplate.tt LI_Link nothingToReport",,
HRT_LIL_R,Remarks,Note,"HRT_LIL_R
HtmlReportTemplate.tt LI_Link remarks",,
HRT_LSM_E,"The report does not check for incompatibilities with these. Results might not be completely accurate. Use mods as Workshop subscription whenever possible. Mods copied to the local mods folder don't always work and often cannot be detected correctly by other mods.","Il rapporto non controlla le incompatibilità con queste. I risultati potrebbero non essere completamente accurati. Usa le mod tramite sottoscrizione al Workshop quando possibile. Le mod copiate nella cartella delle mod locali non funzionano sempre e spesso non possono essere rilevate correttamente da altre mod.","HRT_LSM_E
HtmlReportTemplate.tt Local subscription Mod Explain",,
HRT_LSM_P,"You have {LocalSubscriptionCount} local mods, which we can't review.","Hai {LocalSubscriptionCount} mod locali, che non possiamo controllare.","HRT_LSM_P
HtmlReportTemplate.tt Local subscription Mod plural",,
HRT_LSM_S,"You have {LocalSubscriptionCount} local mod, which we can't review.","Hai {LocalSubscriptionCount} mod locale, che non possiamo controllare.","HRT_LSM_S
HtmlReportTemplate.tt Local subscription Mod singular",,
HRT_NRS_N,"{NonReviewedSubscriptions} of your mods have not been reviewed yet. Some incompatibilities or warnings might be missing in the report due to this.","{NonReviewedSubscriptions} delle tue mod non sono ancora state riviste. Alcune incompatibilità o avvisi potrebbero non essere presenti nel rapporto a causa di ciò.","HRT_NRS_N
HtmlReportTemplate.tt Non reviewed subscriptions Note",,
HRT_P_D,Disabled,Disabilitata,"HRT_P_D
HtmlReportTemplate.tt processed Disabled",,
HRT_P_MN,"Mod Name","Nome mod","HRT_P_MN
HtmlReportTemplate.tt processed Mod Name",,
HRT_P_PM,"Processed mods","Mod elaborate","HRT_P_PM
HtmlReportTemplate.tt processed Processed mods",,
HRT_P_T,Type,Tipo,"HRT_P_T
HtmlReportTemplate.tt processed Type",,
HRT_P_U,URL,URL,"HRT_P_U
HtmlReportTemplate.tt processed Url",,
HRT_RS_MAIP,"MODS HAVE MAJOR ISSUES:","MOD HANNO PROBLEMI MAGGIORI:","HRT_RS_MAIP
HtmlReportTemplate.tt RenderSection majorIssuesplural",,
HRT_RS_MAIS,"MOD HAS MAJOR ISSUES:","MOD HA PROBLEMI MAGGIORI:","HRT_RS_MAIS
HtmlReportTemplate.tt RenderSection majorIssuessingular",,
HRT_RS_MIP,"MODS HAVE MINOR ISSUES:","MOD HANNO PROBLEMI MINORI:","HRT_RS_MIP
HtmlReportTemplate.tt RenderSection minorIssuesplural",,
HRT_RS_MIS,"MOD HAS MINOR ISSUES:","MOD HANNO PROBLEMI MINORI:","HRT_RS_MIS
HtmlReportTemplate.tt RenderSection minorIssuessingular",,
HRT_RS_NTRP,"MODS WITH NOTHING TO REPORT:","MOD SENZA NULLA DA SEGNALARE:","HRT_RS_NTRP
HtmlReportTemplate.tt RenderSection nothingToReportplural",,
HRT_RS_NTRS,"MOD WITH NOTHING TO REPORT:","MOD SENZA NULLA DA SEGNALARE:","HRT_RS_NTRS
HtmlReportTemplate.tt RenderSection nothingToReportsingular",,
HRT_RS_RP,"MODS WITH REMARKS:","MOD CON NOTE:","HRT_RS_RP
HtmlReportTemplate.tt RenderSection remarksplural",,
HRT_RS_RS,"MOD WITH REMARK:","MOD CON NOTA:","HRT_RS_RS
HtmlReportTemplate.tt RenderSection remarkssingular",,
HRT_RS_UP,"MODS COULD OR SHOULD BE UNSUBSCRIBED:","MOD DI CUI ANNULLARNE LA SOTTOSCRIZIONE:","HRT_RS_UP
HtmlReportTemplate.tt RenderSection unsubscribeplural",,
HRT_RS_US,"MOD COULD OR SHOULD BE UNSUBSCRIBED:","MOD DI CUI ANNULLARNE LA SOTTOSCRIZIONE:","HRT_RS_US
HtmlReportTemplate.tt RenderSection unsubscribesingular",,
HRT_S_CRC,"{name}, created on {date+time}","{name}, creato il {date+time}","HRT_S_CRC
HtmlReportTemplate.tt section CompatibilityReportCreated",,
HRT_S_MUA,"Mods updated after this date might have an outdated review below.","Le mod aggiornate dopo questa data potrebbero avere una revisione obsoleta di seguito.","HRT_S_MUA
HtmlReportTemplate.tt section Modsupdaterafter",,
HRT_S_TMCC,"The mod catalog contains {ReviewedModCount} reviewed mods and was created on {Updated}.","Il catalogo delle mod contiene {ReviewedModCount} mod controllate ed è stato generato il {Updated}.","HRT_S_TMCC
HtmlReportTemplate.tt section Themodcatalogcontains",,
HRT_S_VWC,"Version {FullVersion} with catalog {VersionString}.","Versione {FullVersion} con catalogo {VersionString}.","HRT_S_VWC
HtmlReportTemplate.tt section Versionwithcatalog",,
HRT_S_YGM,"Your game has {SubscriptionCount} mods.","La tua partita contiene {SubscriptionCount} mod.","HRT_S_YGM
HtmlReportTemplate.tt section Yourgamemods",,
HRTC_A_SNU,"No source code published, making it hard to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","No source code published, making it hard to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","HRTC_A_SNU
HtmlReportTemplateCode.cs abandoned SourceNotUpdated",,
HRTC_A_SURL,"Author activated that source code should be bundled with the mod but is not published. This make it harder to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","Author activated that source code should be bundled with the mod but is not published. This make it harder to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","HRTC_A_SURL
HtmlReportTemplateCode.cs abandoned SourceUrl",,
HRTC_A_SM,"Some alternatives for this are (pick one, not all):","Alcune alternative a questa sono (sceglierne una, non tutte):","HRTC_A_SM
HtmlReportTemplateCode.cs Alternatives subscribedMod",,
HRTC_A_SMC,"An alternative you could use:","Un'alternativa che potresti utilizzare:","HRTC_A_SMC
HtmlReportTemplateCode.cs Alternatives subscribedModCount",,
HRTC_BE_R,"If you use the asset editor and/or map editor, this may give serious issues.","Se si utilizza l'editor di risorse e/o delle mappe, questa potrebbe causare gravi problemi.","HRTC_BE_R
HtmlReportTemplateCode.cs BreaksEditors Remarks",,
HRTC_CRM_S,"Can't review local mods.","Impossibile controllare le mod locali.","HRTC_CRM_S
HtmlReportTemplateCode.cs cannotReviewMessage string",,
HRTC_CM_ID,Yes,Sì,"HRTC_CM_ID
HtmlReportTemplateCode.cs catalogMod IsDisabled",,
HRTC_IRS_CATA,"This is compatible with:","Questo è compatibile con:","HRTC_IRS_CATA
HtmlReportTemplateCode.cs IncreaseReportSeverity CompatibleAccordingToAuthor",,
HRTC_IRS_IATA,"Unsubscribe either this one or the following mod it's incompatible with:","Annulla la sottoscrizione di questa o della seguente mod incompatibile con:","HRTC_IRS_IATA
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToAuthor",,
HRTC_IRS_IATU,"Users report an incompatibility with:","Gli utenti segnalano un'incompatibilità con:","HRTC_IRS_IATU
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToUsers",,
HRTC_IRS_MAI,"This has major issues with:","Ci sono problemi maggiori con:","HRTC_IRS_MAI
HtmlReportTemplateCode.cs IncreaseReportSeverity MajorIssues and HtmlReportTemplate.tt LI_Link majorIssues)",,
HRTC_IRS_MI,"This has minor issues with:","Ci sono problemi minori con:","HRTC_IRS_MI
HtmlReportTemplateCode.cs IncreaseReportSeverity MinorIssues",,
HRTC_IRS_RSS,"This requires specific configuration to work together with:","Questa richiede una configurazione specifica per funzionare insieme a:","HRTC_IRS_RSS
HtmlReportTemplateCode.cs IncreaseReportSeverity RequiresSpecificSettings",,
HRTC_IRS_SF,"Unsubscribe either this or the following incompatible mod with similar functionality:","Annulla la sottoscrizione di questa o la seguente mod incompatibile con funzionalità simili:","HRTC_IRS_SF
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionality",,
HRTC_IRS_SFC,"This has very similar functionality, but is still compatible with (do you need both?):","Questa ha funzionalità molto simili, ma è ancora compatibile con (hai bisogno di entrambe?):","HRTC_IRS_SFC
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionalityCompatible",,
HRTC_IRS_SMDRT,"Unsubscribe either this or the other edition of the same mod:","Annulla la sottoscrizione di questa o l'altra edizione della stessa mod:","HRTC_IRS_SMDRT
HtmlReportTemplateCode.cs IncreaseReportSeverity SameModDifferentReleaseType",,
HRTC_I_B,"UNSUBSCRIBE! This mod is broken.","ANNULLA SOTTOSCRIZIONE! Questa mod è fuori uso.","HRTC_I_B
HtmlReportTemplateCode.cs Instability Broken",,
HRTC_I_GB,"UNSUBSCRIBE! This mod breaks the game.","ANNULLA SOTTOSCRIZIONE! Questa mod danneggia la partita.","HRTC_I_GB
HtmlReportTemplateCode.cs Instability GameBreaking",,
HRTC_I_IATW,"UNSUBSCRIBE! This mod is totally incompatible with the current game version.","ANNULLA SOTTOSCRIZIONE! Questa mod è totalmente incompatibile con la versione di gioco corrente.","HRTC_I_IATW
HtmlReportTemplateCode.cs Instability IncompatibleAccordingToWorkshop",,
HRTC_I_MAI,"Unsubscribe would be wise. This has major issues {StabilityNote}.","Si consiglia di annullare la sottoscrizione. Ci sono problemi maggiori {StabilityNote}.","HRTC_I_MAI
HtmlReportTemplateCode.cs Instability MajorIssues",,
HRTC_I_MAIC,"Check its Workshop page for details.","Controlla la relativa pagina del Workshop per dettagli.","HRTC_I_MAIC
HtmlReportTemplateCode.cs Instability MajorIssuesCheck, MinorIssuesCheck and UsersReportIssuesCheck",,
HRTC_I_RIM,"UNSUBSCRIBE! This requires a mod that is totally incompatible with the current game version.","ANNULLA SOTTOSCRIZIONE! È richiesta una mod totalmente incompatibile con la versione di gioco corrente.","HRTC_I_RIM
HtmlReportTemplateCode.cs Instability RequiresIncompatibleMod",,
HRTC_ICSM_S,"This is a cinematic camera script, which technically is a mod and thus listed here.","Questo è uno script della telecamera, che tecnicamente è una mod e quindi elencata qui.","HRTC_ICSM_S
HtmlReportTemplateCode.cs isCameraScriptMessage string",,
HRTC_ID_U,"Enable this if you want to use it, or unsubscribe it. Disabled mods can cause issues.","Abilitala se vuoi usarla o annulla la sottoscrizione. Le mod disabilitate possono causare problemi.","HRTC_ID_U
HtmlReportTemplateCode.cs IsDisabled Unsubscribe",,
HRTC_IMN_R,"None of your Steam Workshop mods need this, and it doesn't provide any functionality on its own.","Nessuna delle tue mod del Workshop la richiede e non fornisce alcuna funzionalità di per sé.","HRTC_IMN_R
HtmlReportTemplateCode.cs IsModNeeded Remarks",,
HRTC_IMN_RL,"Unsubscribe this unless it's needed for one of your local mods.","Annulla la sottoscrizione a meno che non sia necessaria per una delle tue mod locali.","HRTC_IMN_RL
HtmlReportTemplateCode.cs IsModNeeded RemarksLocal",,
HRTC_IMN_U,"Unsubscribe this. It is only needed for mods you don't have, and it doesn't provide any functionality on its own.","Annulla la sottoscrizione. È necessaria solo per mod che non hai, e non fornisce alcuna funzionalità di per sé.","HRTC_IMN_U
HtmlReportTemplateCode.cs IsModNeeded Unsubscribe",,
HRTC_IS_S,Steam,Steam,"HRTC_IS_S
HtmlReportTemplateCode.cs isSteam steam",,
HRT_LIL_U,Unsubscribe,"Annulla sottoscrizione","HRT_LIL_U
HtmlReportTemplateCode.cs LI_Link unsubscribe",,
HRTC_LLMID_BI,Built-in,Nativo,"HRTC_LLMID_BI
HtmlReportTemplateCode.cs LowestLocalModID builtin",,
HRTC_LLMID_L,Local,Locale,"HRTC_LLMID_L
HtmlReportTemplateCode.cs LowestLocalModID local",,
HRTC_M_TV,"If you don't have a specific reason to use it, you'd better use the stable version instead.","Se non hai un motivo specifico per usarla, dovresti utilizzare la versione stabile.","HRTC_M_TV
HtmlReportTemplateCode.cs Message TestVersion",,
HRTC_NCS_MI,"This mod has the comment section disabled on the Steam Workshop, making it hard to see if other users are experiencing issues. Use with caution.","Questa mod ha la sezione commenti disabilitata nel Workshop di Steam, rendendo difficile stabilire se altri utenti stanno riscontrando problemi. Usare con cautela.","HRTC_NCS_MI
HtmlReportTemplateCode.cs NoCommentSection MinorIssues",,
HRTC_ND_MI,"This has no description on the Steam Workshop. Support from the author is unlikely.","Questa non ha alcuna descrizione nel Workshop di Steam. Il supporto dell'autore è improbabile.","HRTC_ND_MI
HtmlReportTemplateCode.cs NoDescription MinorIssues",,
HRTC_NKIM_S,"No known issues or incompatibilities with your other mods.","Nessun problema noto o incompatibilità con le altre mod.","HRTC_NKIM_S
HtmlReportTemplateCode.cs noKnownIssuesMessage string",,
HRTC_R2_SM,"The author or the users of this mod recommend using the following as well:","L'autore o gli utenti di questa mod raccomandano anche di utilizzare i seguenti:","HRTC_R2_SM
HtmlReportTemplateCode.cs Recommendations2 subscribedMod",,
HRTC_RDLC_U,"Unsubscribe this. It requires DLC you don't have:","Annulla la sottoscrizione. Richiede DLC che non possiedi:","HRTC_RDLC_U
HtmlReportTemplateCode.cs RequiredDlc Unsubscribe",,
HRTC_RM_SM,"This mod requires other mods you don't have, or which are not enabled:","Questa mod ne richiede altre che non hai o che non sono abilitate:","HRTC_RM_SM
HtmlReportTemplateCode.cs RequiredMods subscribedMod",,
HRTC_RU_U,"Unsubscribe this. It is a re-upload of another mod, use that one instead (or its successor).","Annulla la sottoscrizione. Si tratta di un duplicato di un'altra mod, usa quello invece (o il suo sostituto).","HRTC_RU_U
HtmlReportTemplateCode.cs Reupload Unsubscribe",,
HRTC_I_MAS,"Unsubscribe would be wise. This has major issues: {StabilityNote}","Si consiglia di annullare la sottoscrizione. Ci sono problemi maggiori: {StabilityNote}","HRTC_I_MAS
HtmlReportTemplateCode.cs Stability MajorIssuesStabilityNote",,
HRTC_S_MI,"This has minor issues {StabilityNote}.","Questa ha problemi minori {StabilityNote}.","HRTC_S_MI
HtmlReportTemplateCode.cs Stability MinorIssues",,
HRTC_S_MIS,"This has minor issues: {StabilityNote}","Questa ha problemi minori: {StabilityNote}","HRTC_S_MIS
HtmlReportTemplateCode.cs Stability MinorIssuesStabilityNote",,
HRTC_S_NEI,"There is not enough information about this mod to know if it works well.","Non ci sono informazioni sufficienti su questa mod per sapere se funziona bene.","HRTC_S_NEI
HtmlReportTemplateCode.cs Stability NotEnoughInformation",,
HRTC_S_NEIC,"but it was updated for the current game version.","ma è stato aggiornato per la versione di gioco corrente.","HRTC_S_NEIC
HtmlReportTemplateCode.cs Stability NotEnoughInformationCurrent and NotReviewedCurrent",,
HRTC_S_NEIV,"but it was updated for game version {GameVersion}.","ma è stato aggiornato per la versione del gioco {GameVersion}.","HRTC_S_NEIV
HtmlReportTemplateCode.cs Stability NotEnoughInformationVersion and NotReviewedVersion",,
HRTC_S_NR,"This mod has not been reviewed yet.","Questa mod non è stata ancora controllata.","HRTC_S_NR
HtmlReportTemplateCode.cs Stability NotReviewed",,
HRTC_S_S,"This is compatible with the current game version.","Ciò è compatibile con la versione di gioco corrente.","HRTC_S_S
HtmlReportTemplateCode.cs Stability Stable",,
HRTC_S_URS,"Users are reporting issues: {StabilityNote}","Gli utenti segnalano problemi: {StabilityNote}","HRTC_S_URS
HtmlReportTemplateCode.cs Stability UserReportIssuesStabilityNote",,
HRTC_S_URI,"Users are reporting issues {StabilityNote}.","Gli utenti segnalano problemi {StabilityNote}.","HRTC_S_URI
HtmlReportTemplateCode.cs Stability UsersReportIssues",,
HRTC_SS_TV,"This is a test version, but is considered quite stable.","Questa è una versione di prova, ma è considerata abbastanza stabile.","HRTC_SS_TV
HtmlReportTemplateCode.cs StabilityStable TestVersion",,
HRTC_S_A,"This seems to be abandoned and the author seems retired. Future updates are unlikely.","Questa sembra essere abbandonata e l'autore sembra ritirato. Aggiornamenti futuri sono improbabili.","HRTC_S_A
HtmlReportTemplateCode.cs Statuses Abandoned",,
HRTC_S_AR,"The author seems to be retired. Future updates are unlikely.","L'autore sembra essere ritirato. Aggiornamenti futuri sono improbabili.","HRTC_S_AR
HtmlReportTemplateCode.cs Statuses authorRetired",,
HRTC_S_D,"This is deprecated, no longer supported by the author and a successor is available. Therefore it would be wise to unsubscribe this mod and subscribe the successor instead.","This is deprecated, no longer supported by the author and a successor is available. Therefore it would be wise to unsubscribe this mod and subscribe the successor instead.","HRTC_S_D
HtmlReportTemplateCode.cs Statuses Deprecated",,
HRTC_S_MFM,"This is only needed for modders or creators. Regular users don't need this one.","Questa è necessaria solo per modder o creatori. Gli utenti regolari non ne hanno bisogno.","HRTC_S_MFM
HtmlReportTemplateCode.cs Statuses ModForModders",,
HRTC_S_MC,"As the included music might be copyright protected, it is better not to use Music Packs for streaming to avoid legal issues.","As the included music might be copyright protected, it is better not to use Music Packs for streaming to avoid legal issues.","HRTC_S_MC
HtmlReportTemplateCode.cs Statuses MusicCopyright",,
HRTC_S_MCF,"The included music is said to be copyright-free and safe for streaming. Some restrictions might still apply though.","La musica ivi inclusa è ritenuta libera da copyright e sicura per lo streaming. Si potrebbero comunque applicare alcune restrizioni.","HRTC_S_MCF
HtmlReportTemplateCode.cs Statuses MusicCopyrightFree",,
HRTC_S_MCU,"This includes music with unknown copyright status. Safer not to use it for streaming.","Questa include musica il cui status del copyright è sconosciuto. Si sconsiglia l'uso nello streaming.","HRTC_S_MCU
HtmlReportTemplateCode.cs Statuses MusicCopyrightUnknown",,
HRTC_S_NIAR,"This seems to be abandoned. Future updates are unlikely.","Questa sembra essere abbandonata. Aggiornamenti futuri sono improbabili.","HRTC_S_NIAR
HtmlReportTemplateCode.cs Statuses nestedItemauthorRetired",,
HRTC_S_O,"Unsubscribe this. It is no longer needed.","Annullarne la sottoscrizione. Non è più necessaria.","HRTC_S_O
HtmlReportTemplateCode.cs Statuses Obsolete",,
HRTC_S_RFW,"Unsubscribe would be wise. This is no longer available on the Steam Workshop.","Si sconsiglia di annullarne la sottoscrizione. Non è più disponibile sul Workshop di Steam.","HRTC_S_RFW
HtmlReportTemplateCode.cs Statuses RemovedFromWorkshop",,
HRTC_S_SCLW,"NOTE: After using this mod, game saves won't (easily) load without it anymore.","NOTA: Dopo aver utilizzato questa mod, i salvataggi del gioco non verranno più caricati (facilmente) senza di essa.","HRTC_S_SCLW
HtmlReportTemplateCode.cs Statuses SavesCantLoadWithout",,
HRTC_S_TVA,"This is a test version. If you don't have a specific reason to use it, you'd better use the stable version instead.","Questa è una versione di prova. Se non hai un motivo specifico per usarla, dovresti utilizzare la versione stabile.","HRTC_S_TVA
HtmlReportTemplateCode.cs Statuses TestVersion Alternatives",,
HRTC_SS_SM,"This is succeeded by any of the following (pick one, not all):","Rimpiazzata da una delle seguenti (scegliere una, non tutte):","HRTC_SS_SM
HtmlReportTemplateCode.cs Successors subscribedMod",,
HRTC_S_SMC,"This is succeeded by:","Rimpiazzata da:","HRTC_S_SMC
HtmlReportTemplateCode.cs Successors subscribedModCount",,
HRTC_S_U,"Unsubscribe this. It is succeeded by a mod you already have:","Annulla la sottoscrizione. È stata rimpiazzata da una mod già in tuo possesso:","HRTC_S_U
HtmlReportTemplateCode.cs Successors Unsubscribe",,
HRTC_S_WSP,"Workshop page:","Pagina Workshop:","HRTC_S_WSP
HtmlReportTemplateCode.cs Successors WorkshopPage",,
REP_ATT_NEW,"ATTENTION: NEW GAME VERSION! The game has been updated. Various mods will not work with this new game version. Take care to get the most recent updates of all mods, and carefully read your report. It is possible you may even need to switch and subscribe to a new alternative version of a mod. If your city doesn't work right, do NOT overwrite its save! It might be wise to use ""-noWorkshop"" as start parameter to play pure Vanilla in a new city until all mods are updated or alternatives are available. (Warning: Saves that used mods may not load in vanilla mode!)  See Launch Options - Cities Skylines https://steamcommunity.com/sharedfiles/filedetails/?id=466981085 for further information. A list of broken mods is also available at https://pdxint.at/BrokenModCS.","ATTENZIONE: NUOVA VERSIONE! Il gioco è stato aggiornato. Varie mod non funzioneranno con questa nuova versione di gioco. Fai attenzione a ottenere gli aggiornamenti più recenti di tutte le mod e leggi attentamente il rapporto. Potrebbe essere necessario sottoscrivere o passare a una versione nuova o alternativa di una mod. Se la tua città non funziona correttamente, NON sovrascriverne il salvataggio! Potrebbe essere necessario digitare ""-noWorkshop"" nelle opzioni di avvio per giocare alla versione pura di base in una nuova città fino a quando tutte le mod sono aggiornate o sono disponibili alternative. (Attenzione: i salvataggi che utlizzano mod potrebbero non caricarsi in modalità base!) Vedi Opzioni di Avvio - Cities Skylines https://steamcommunity.com/sharedfiles/filedetails/?id=466981085 per ulteriori informazioni. Un elenco di mod fuori uso è disponibile anche su https://pdxint.at/BrokenModCS.","REP_ATT_NEW
Information about new game version",,
SET_BAO_AG,"Advanced options","Opzioni avanzate","SET_BAO_AG
SettingsUI.cs BuildAdvancedOptionsUI advancedGroup",,
SET_BAO_DM,"Debug Mode","Modalità debug","SET_BAO_DM
SettingsUI.cs BuildAdvancedOptionsUI debugMode",,
SET_BAO_MLS,"Max log size (in KB)","Dimensione massima del registro (in KB)","SET_BAO_MLS
SettingsUI.cs BuildAdvancedOptionsUI maxLogSize",,
SET_BAO_MR,"Number of catalog download retries","Numero di tentativi di download del catalogo","SET_BAO_MR
SettingsUI.cs BuildAdvancedOptionsUI maxRetries",,
SET_BAO_MVL,"Mod version","Versione mod","SET_BAO_MVL
SettingsUI.cs BuildAdvancedOptionsUI modVersionLabel",,
SET_BAO_ORAS,"Reset all settings","Ripristina impostazioni","SET_BAO_ORAS
SettingsUI.cs BuildAdvancedOptionsUI OnResetAllSettings",,
SET_BAO_SBM,"Scan before entering Main Menu","Analizza prima di accedere al menu principale","SET_BAO_SBM
SettingsUI.cs BuildAdvancedOptionsUI scanBeforeMenu",,
SET_BCO_CG,"Catalog options","Opzioni catalogo","SET_BCO_CG
SettingsUI.cs BuildCatalogOptionsUI catalogGroup",,
SET_BCO_UIBD,"Download now","Scarica ora","SET_BCO_UIBD
SettingsUI.cs BuildCatalogOptionsUI download",,
SET_BCO_DFD,Download,Scarica,"SET_BCO_DFD
SettingsUI.cs BuildCatalogOptionsUI downloadFrequencyDropdown",,
SET_BCO_SUIT,"Catalog version","Versione catalogo","SET_BCO_SUIT
SettingsUI.cs BuildCatalogOptionsUI SettingsUIText",,
SET_BCO_TWF,"Text Report width","Larghezza testo rapporto","SET_BCO_TWF
SettingsUI.cs BuildCatalogOptionsUI textWidthField",,
SET_BRG_CPB,"Change path","Modifica percorso","SET_BRG_CPB
SettingsUI.cs BuildRecordGroupUI changePathBtn",,
SET_BRG_LAN,Language,Lingua,"SET_BRG_LAN
SettingsUI.cs BuildRecordGroupUI Language",,
SET_BRG_NW,"'--noWorkshop' launch option detected. No report was generated","Opzione di avvio ""--noWorkshop"" rilevata. Non è stato generato alcun rapporto","SET_BRG_NW
SettingsUI.cs BuildRecordGroupUI noWorkshop",,
SET_BRG_OGR,"Generate report(s)","Genera rapporto","SET_BRG_OGR
SettingsUI.cs BuildRecordGroupUI OnGenerateReports",,
SET_BRG_OOF,"Open folder","Apri cartella","SET_BRG_OOF
SettingsUI.cs BuildRecordGroupUI OnOpenFolder",,
SET_BRG_OOR,"Open report(s)","Apri rapporto","SET_BRG_OOR
SettingsUI.cs BuildRecordGroupUI OnOpenReports",,
SET_BRG_OHRISO,"Use Steam Overlay to open HTML report if available.","Usa l'overlay di Steam per aprire il rapporto HTML se disponibile.","SET_BRG_OHRISO
SettingsUI.cs BuildRecordGroupUI OpenHtmlReportInSteamOverlay",,
