Identifier,"Source String",Translation,Context,Labels,"Max. Length"
HRT_LSM_E,"The report does not check for incompatibilities with these. Results might not be completely accurate. Use mods as Workshop subscription whenever possible. Mods copied to the local mods folder don't always work and often cannot be detected correctly by other mods.",報告沒有檢查這些模組的相容性情況，結果可能不完全準確。盡可能地使用創意工坊訂閱模組。將模組複製到本地模組資料夾並非總能正常工作，且通常無法被其他模組正確檢測。,"HRT_LSM_E
HtmlReportTemplate.tt Local subscription Mod Explain",,
HRT_LSM_P,"You have {LocalSubscriptionCount} local mods, which we can't review.","您有 {LocalSubscriptionCount} 個本地模組，我們無法檢查。","HRT_LSM_P
HtmlReportTemplate.tt Local subscription Mod plural",,
HRT_LSM_S,"You have {LocalSubscriptionCount} local mod, which we can't review.","您有 {LocalSubscriptionCount} 個本地模組，我們無法檢查。","HRT_LSM_S
HtmlReportTemplate.tt Local subscription Mod singular",,
HRT_NRS_N,"{NonReviewedSubscriptions} of your mods have not been reviewed yet. Some incompatibilities or warnings might be missing in the report due to this.","您有 {NonReviewedSubscriptions} 個模組尚未被檢查。因此，報告中可能缺少一些不相容性報告或警告。","HRT_NRS_N
HtmlReportTemplate.tt Non reviewed subscriptions Note",,
HRT_P_D,Disabled,已禁用,"HRT_P_D
HtmlReportTemplate.tt processed Disabled",,
HRT_P_MN,"Mod Name",模組名稱,"HRT_P_MN
HtmlReportTemplate.tt processed Mod Name",,
HRT_P_PM,"Processed mods",已處理模組,"HRT_P_PM
HtmlReportTemplate.tt processed Processed mods",,
HRT_P_T,Type,類型,"HRT_P_T
HtmlReportTemplate.tt processed Type",,
HRT_P_U,URL,網址連結,"HRT_P_U
HtmlReportTemplate.tt processed Url",,
HRT_RS_MAIP,"MODS HAVE MAJOR ISSUES:",個有主要問題的模組：,"HRT_RS_MAIP
HtmlReportTemplate.tt RenderSection majorIssuesplural",,
HRT_RS_MAIS,"MOD HAS MAJOR ISSUES:",有主要問題的模組：,"HRT_RS_MAIS
HtmlReportTemplate.tt RenderSection majorIssuessingular",,
HRT_RS_MIP,"MODS HAVE MINOR ISSUES:",個有次要問題的模組：,"HRT_RS_MIP
HtmlReportTemplate.tt RenderSection minorIssuesplural",,
HRT_RS_MIS,"MOD HAS MINOR ISSUES:",有次要問題的模組：,"HRT_RS_MIS
HtmlReportTemplate.tt RenderSection minorIssuessingular",,
HRT_RS_NTRP,"MODS WITH NOTHING TO REPORT:",個無需報告的模組：,"HRT_RS_NTRP
HtmlReportTemplate.tt RenderSection nothingToReportplural",,
HRT_RS_NTRS,"MOD WITH NOTHING TO REPORT:",無需報告的模組：,"HRT_RS_NTRS
HtmlReportTemplate.tt RenderSection nothingToReportsingular",,
HRT_RS_RP,"MODS WITH REMARKS:",個需要備註的模組：,"HRT_RS_RP
HtmlReportTemplate.tt RenderSection remarksplural",,
HRT_RS_RS,"MOD WITH REMARK:",帶註釋的模組：,"HRT_RS_RS
HtmlReportTemplate.tt RenderSection remarkssingular",,
HRT_RS_UP,"MODS COULD OR SHOULD BE UNSUBSCRIBED:",個可或必須取消訂閱的模組：,"HRT_RS_UP
HtmlReportTemplate.tt RenderSection unsubscribeplural",,
HRT_RS_US,"MOD COULD OR SHOULD BE UNSUBSCRIBED:",可或必須取消訂閱的模組：,"HRT_RS_US
HtmlReportTemplate.tt RenderSection unsubscribesingular",,
HRT_S_CRC,"{name}, created on {date+time}","{name}，創建於 {date+time}","HRT_S_CRC
HtmlReportTemplate.tt section CompatibilityReportCreated",,
HRT_S_MUA,"Mods updated after this date might have an outdated review below.",在此日期後更新的模組，可能在下面有過時的報告資訊。,"HRT_S_MUA
HtmlReportTemplate.tt section Modsupdaterafter",,
HRT_S_TMCC,"The mod catalog contains {ReviewedModCount} reviewed mods and was created on {Updated}.","模組目錄包含 {ReviewedModCount} 個經過審核的模組，創建於 {Updated}。","HRT_S_TMCC
HtmlReportTemplate.tt section Themodcatalogcontains",,
HRT_S_VWC,"Version {FullVersion} with catalog {VersionString}.","版本 {FullVersion} 包含目錄 {VersionString}。","HRT_S_VWC
HtmlReportTemplate.tt section Versionwithcatalog",,
HRT_S_YGM,"Your game has {SubscriptionCount} mods.","您的遊戲有 {SubscriptionCount} 個模組。","HRT_S_YGM
HtmlReportTemplate.tt section Yourgamemods",,
HRTC_A_SNU,"No source code published, making it hard to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.",沒有公開原始程式碼，這使其他人很難接手，且很難確保模組不含惡意程式碼。,"HRTC_A_SNU
HtmlReportTemplateCode.cs abandoned SourceNotUpdated",,
HRTC_A_SURL,"Author activated that source code should be bundled with the mod but is not published. This make it harder to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","作者啟動了「原始程式碼與模組捆綁」選項，但沒有發佈原始程式碼。 這使其他人很難接手此模組，且更難確保模組不含惡意程式碼。","HRTC_A_SURL
HtmlReportTemplateCode.cs abandoned SourceUrl",,
HRTC_A_SM,"Some alternatives for this are (pick one, not all):",這方面的一些備選方案(請選擇一個而不是全部)：,"HRTC_A_SM
HtmlReportTemplateCode.cs Alternatives subscribedMod",,
HRTC_A_SMC,"An alternative you could use:",您可以使用的備選方案：,"HRTC_A_SMC
HtmlReportTemplateCode.cs Alternatives subscribedModCount",,
HRTC_BE_R,"If you use the asset editor and/or map editor, this may give serious issues.",此模組可能在您使用資產或地圖編輯器時造成嚴重問題。,"HRTC_BE_R
HtmlReportTemplateCode.cs BreaksEditors Remarks",,
HRTC_CRM_S,"Can't review local mods.",無法檢查本地模組。,"HRTC_CRM_S
HtmlReportTemplateCode.cs cannotReviewMessage string",,
HRTC_CM_ID,Yes,是,"HRTC_CM_ID
HtmlReportTemplateCode.cs catalogMod IsDisabled",,
HRTC_IRS_CATA,"This is compatible with:",與以下模組相容：,"HRTC_IRS_CATA
HtmlReportTemplateCode.cs IncreaseReportSeverity CompatibleAccordingToAuthor",,
HRTC_IRS_IATA,"Unsubscribe either this one or the following mod it's incompatible with:",取消訂閱以下不相容模組：,"HRTC_IRS_IATA
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToAuthor",,
HRTC_IRS_IATU,"Users report an incompatibility with:",有使用者報告以下模組與之間存在不相容問題：,"HRTC_IRS_IATU
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToUsers",,
HRTC_IRS_MAI,"This has major issues with:",有以下主要問題：,"HRTC_IRS_MAI
HtmlReportTemplateCode.cs IncreaseReportSeverity MajorIssues and HtmlReportTemplate.tt LI_Link majorIssues)",,
HRTC_IRS_MI,"This has minor issues with:",涉及以下幾個次要問題：,"HRTC_IRS_MI
HtmlReportTemplateCode.cs IncreaseReportSeverity MinorIssues",,
HRTC_IRS_RSS,"This requires specific configuration to work together with:",需要特定的配置才能與以下各項協同工作：,"HRTC_IRS_RSS
HtmlReportTemplateCode.cs IncreaseReportSeverity RequiresSpecificSettings",,
HRTC_IRS_SF,"Unsubscribe either this or the following incompatible mod with similar functionality:",取消訂閱或以下具有類似功能的不相容模組：,"HRTC_IRS_SF
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionality",,
HRTC_IRS_SFC,"This has very similar functionality, but is still compatible with (do you need both?):",模組具非常相似的功能，但仍相容（您需要兩者嗎？）：,"HRTC_IRS_SFC
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionalityCompatible",,
HRTC_IRS_SMDRT,"Unsubscribe either this or the other edition of the same mod:",取消訂閱此版本或同一模組的其他版本：,"HRTC_IRS_SMDRT
HtmlReportTemplateCode.cs IncreaseReportSeverity SameModDifferentReleaseType",,
HRTC_I_B,"UNSUBSCRIBE! This mod is broken.",立即取消訂閱！此模組已無法運行。,"HRTC_I_B
HtmlReportTemplateCode.cs Instability Broken",,
HRTC_I_GB,"UNSUBSCRIBE! This mod breaks the game.",立即取消訂閱！此模組會導致遊戲崩潰。,"HRTC_I_GB
HtmlReportTemplateCode.cs Instability GameBreaking",,
HRTC_I_IATW,"UNSUBSCRIBE! This mod is totally incompatible with the current game version.",立即取消訂閱！此模組與當前遊戲版本不相容。,"HRTC_I_IATW
HtmlReportTemplateCode.cs Instability IncompatibleAccordingToWorkshop",,
HRTC_I_MAI,"Unsubscribe would be wise. This has major issues: {StabilityNote}.",建議取消訂閱。此模組有如下的重大問題：{StabilityNote}。請參考該模組的工坊頁面以瞭解詳細資訊。,"HRTC_I_MAI
HtmlReportTemplateCode.cs Instability MajorIssues",,
HRTC_I_MAIC,"Check its Workshop page for details.",請參考其工坊頁面以瞭解詳細資訊。,"HRTC_I_MAIC
HtmlReportTemplateCode.cs Instability MajorIssuesCheck, MinorIssuesCheck and UsersReportIssuesCheck",,
HRTC_I_RIM,"UNSUBSCRIBE! This requires a mod that is totally incompatible with the current game version.",立即取消訂閱！此模組所依賴的個模組，與當前的遊戲版本不相容。,"HRTC_I_RIM
HtmlReportTemplateCode.cs Instability RequiresIncompatibleMod",,
HRTC_ICSM_S,"This is a cinematic camera script, which technically is a mod and thus listed here.",這是電影攝影機腳本，技術上來說是一個模組，因此列於此處。,"HRTC_ICSM_S
HtmlReportTemplateCode.cs isCameraScriptMessage string",,
HRTC_ID_U,"Enable this if you want to use it, or unsubscribe it. Disabled mods can cause issues.",如果您想要使用此模組，就請啟用它；要麼取消訂閱。禁用模組（而不取消訂閱）可能會導致一些問題。,"HRTC_ID_U
HtmlReportTemplateCode.cs IsDisabled Unsubscribe",,
HRTC_IMN_R,"None of your Steam Workshop mods need this, and it doesn't provide any functionality on its own.",您所訂閱的任何一個Steam工坊模組都不依賴於此模組，它本身也不單獨提供任何實際功能。,"HRTC_IMN_R
HtmlReportTemplateCode.cs IsModNeeded Remarks",,
HRTC_IMN_RL,"Unsubscribe this unless it's needed for one of your local mods.",請取消訂閱此模組，除非您的某個本地模組需要它。,"HRTC_IMN_RL
HtmlReportTemplateCode.cs IsModNeeded RemarksLocal",,
HRTC_IMN_U,"Unsubscribe this. It is only needed for mods you don't have, and it doesn't provide any functionality on its own.",請取消訂閱。您沒有訂閱任何依賴於此模組的模組，它本身也不單獨提供任何實際功能。,"HRTC_IMN_U
HtmlReportTemplateCode.cs IsModNeeded Unsubscribe",,
HRTC_IS_S,Steam,Steam,"HRTC_IS_S
HtmlReportTemplateCode.cs isSteam steam",,
HRT_LIL_U,Unsubscribe,取消訂閱,"HRT_LIL_U
HtmlReportTemplateCode.cs LI_Link unsubscribe",,
HRTC_LLMID_BI,Built-in,內建,"HRTC_LLMID_BI
HtmlReportTemplateCode.cs LowestLocalModID builtin",,
HRTC_LLMID_L,Local,本地,"HRTC_LLMID_L
HtmlReportTemplateCode.cs LowestLocalModID local",,
HRTC_M_TV,"If you don't have a specific reason to use it, you'd better use the stable version instead.",如您沒有特別必要的理由，還是請使用它的正式版本。,"HRTC_M_TV
HtmlReportTemplateCode.cs Message TestVersion",,
HRTC_NCS_MI,"This mod has the comment section disabled on the Steam Workshop, making it hard to see if other users are experiencing issues. Use with caution.",此模組在Steam工坊上的評論區已被禁用。這樣一來，就很難瞭解其他使用者是否遇到問題。請謹慎使用。,"HRTC_NCS_MI
HtmlReportTemplateCode.cs NoCommentSection MinorIssues",,
HRTC_ND_MI,"This has no description on the Steam Workshop. Support from the author is unlikely.",此模組的Steam工坊頁面上無任何描述。可能很難得到作者的技術支持。,"HRTC_ND_MI
HtmlReportTemplateCode.cs NoDescription MinorIssues",,
HRTC_NKIM_S,"No known issues or incompatibilities with your other mods.",目前無任何已知問題，或是與您訂閱的其它任何模組存在不相容問題。,"HRTC_NKIM_S
HtmlReportTemplateCode.cs noKnownIssuesMessage string",,
HRTC_R2_SM,"The author or the users of this mod recommend using the following as well:",此模組的作者/其他的使用者建議同以下模組一起使用：,"HRTC_R2_SM
HtmlReportTemplateCode.cs Recommendations2 subscribedMod",,
HRTC_RDLC_U,"Unsubscribe this. It requires DLC you don't have:",請取消訂閱。此模組需要您目前未購買的DLC：,"HRTC_RDLC_U
HtmlReportTemplateCode.cs RequiredDlc Unsubscribe",,
HRTC_RM_SM,"This mod requires other mods you don't have, or which are not enabled:",此模組需要一個您尚未訂閱或啟用的模組：,"HRTC_RM_SM
HtmlReportTemplateCode.cs RequiredMods subscribedMod",,
HRTC_RU_U,"Unsubscribe this. It is a re-upload of another mod, use that one instead (or its successor).",請取消訂閱。此模組是另一個模組的重新上傳版本，請轉而使用那一個模組（或是其繼承模組）。,"HRTC_RU_U
HtmlReportTemplateCode.cs Reupload Unsubscribe",,
HRTC_I_MAS,"Unsubscribe would be wise. This has major issues: {StabilityNote}","退訂將是明智的。此模組有重大問題： {StabilityNote}","HRTC_I_MAS
HtmlReportTemplateCode.cs Stability MajorIssuesStabilityNote",,
HRTC_S_MI,"This has minor issues {StabilityNote}.","此模組有如下的次要問題：{StabilityNote}
請參考該模組的工坊頁面以瞭解詳細資訊。","HRTC_S_MI
HtmlReportTemplateCode.cs Stability MinorIssues",,
HRTC_S_MIS,"This has minor issues: {StabilityNote}","存在次要的問題： {StabilityNote}","HRTC_S_MIS
HtmlReportTemplateCode.cs Stability MinorIssuesStabilityNote",,
HRTC_S_NEI,"There is not enough information about this mod to know if it works well.",沒有足夠的資訊可用於推斷此模組的穩定性。,"HRTC_S_NEI
HtmlReportTemplateCode.cs Stability NotEnoughInformation",,
HRTC_S_NEIC,"but it was updated for the current game version.",但它已更新至當前遊戲版本。,"HRTC_S_NEIC
HtmlReportTemplateCode.cs Stability NotEnoughInformationCurrent and NotReviewedCurrent",,
HRTC_S_NEIV,"but it was updated for game version {GameVersion}.","但它已更新至當前遊戲版本 {GameVersion}。","HRTC_S_NEIV
HtmlReportTemplateCode.cs Stability NotEnoughInformationVersion and NotReviewedVersion",,
HRTC_S_NR,"This mod has not been reviewed yet.",此模組尚未被檢查。,"HRTC_S_NR
HtmlReportTemplateCode.cs Stability NotReviewed",,
HRTC_S_S,"This is compatible with the current game version.",此模組與當前遊戲版本相容。,"HRTC_S_S
HtmlReportTemplateCode.cs Stability Stable",,
HRTC_S_URS,"Users are reporting issues: {StabilityNote}","有使用者報告了問題: {StabilityNote}","HRTC_S_URS
HtmlReportTemplateCode.cs Stability UserReportIssuesStabilityNote",,
HRTC_S_URI,"Users are reporting issues {StabilityNote}.",有使用者報告了問題：{StabilityNote},"HRTC_S_URI
HtmlReportTemplateCode.cs Stability UsersReportIssues",,
HRTC_SS_TV,"This is a test version, but is considered quite stable.",這是一個測試版模組，但好像還算穩定。,"HRTC_SS_TV
HtmlReportTemplateCode.cs StabilityStable TestVersion",,
HRTC_S_A,"This seems to be abandoned and the author seems retired. Future updates are unlikely.",此模組看上去已被棄坑，其作者好像也退坑了。未來繼續更新的可能性很低。,"HRTC_S_A
HtmlReportTemplateCode.cs Statuses Abandoned",,
HRTC_S_AR,"The author seems to be retired. Future updates are unlikely.",此模組的作者好像退坑了。未來繼續更新的可能性很低。,"HRTC_S_AR
HtmlReportTemplateCode.cs Statuses authorRetired",,
HRTC_S_D,"This is deprecated and no longer supported by the author. If a successor/alternative is available, it would be wise to unsubscribe this mod and subscribe the successor/alternative instead.",此模組已廢棄，作者已不再支持更新；並已有了能替代它的模組。建議取消訂閱此模組，並改用其替代模組。,"HRTC_S_D
HtmlReportTemplateCode.cs Statuses Deprecated",,
HRTC_S_MFM,"This is only needed for modders or asset creators. Regular users don't need this one. Such mods should not be activated if you're not in the Editor. It's even better to exclude such mods with Loading Order Tool or to unsubscribe from them if you want to play the normal game.","該模組僅適用於模組作者或資產作者，普通玩家並不需要它。當您不使用編輯器時，就應禁用此類模組。如果您想運行存檔，最好使用 Loading Order Tool 2禁用此類模組，或取消訂閱。","HRTC_S_MFM
HtmlReportTemplateCode.cs Statuses ModForModders",,
HRTC_S_MC,"As the included music might be copyright protected, it is better not to use Music Packs for streaming to avoid legal issues.",由於其所包含的音樂可能受到版權保護，為了避免法律糾紛問題，最好不要使用音樂包進行直播。,"HRTC_S_MC
HtmlReportTemplateCode.cs Statuses MusicCopyright",,
HRTC_S_MCF,"The included music is said to be copyright-free and safe for streaming. Some restrictions might still apply though.",所包含的音樂據稱沒有版權限制且可以用於直播。但還請小心其它的限制。,"HRTC_S_MCF
HtmlReportTemplateCode.cs Statuses MusicCopyrightFree",,
HRTC_S_MCU,"This includes music with unknown copyright status. Safer not to use it for streaming.",所包含的音樂的版權保護情況未知。安全起見，不要用於直播。,"HRTC_S_MCU
HtmlReportTemplateCode.cs Statuses MusicCopyrightUnknown",,
HRTC_S_NIAR,"This seems to be abandoned. Future updates are unlikely.",此模組好像被放棄了。未來繼續更新的可能性很低。,"HRTC_S_NIAR
HtmlReportTemplateCode.cs Statuses nestedItemauthorRetired",,
HRTC_S_O,"Unsubscribe this. It is no longer needed.",取消訂閱。此模組已不再必要。,"HRTC_S_O
HtmlReportTemplateCode.cs Statuses Obsolete",,
HRTC_S_RFW,"Unsubscribe would be wise. This is no longer available on the Steam Workshop.",建議取消訂閱。此模組已經從Steam工坊上消失了。,"HRTC_S_RFW
HtmlReportTemplateCode.cs Statuses RemovedFromWorkshop",,
HRTC_S_SCLW,"NOTE: After using this mod, game saves won't (easily) load without it anymore.",注意：一旦開始使用此模組，就不能在（簡單）移除了該模組的情況下載入遊戲存檔。,"HRTC_S_SCLW
HtmlReportTemplateCode.cs Statuses SavesCantLoadWithout",,
HRTC_S_TVA,"This is a test version. If you don't have a specific reason to use it, you'd better use the stable version instead.",這是一個測試版模組。如無沒有特別必要的理由，還是請使用它的正式版本。,"HRTC_S_TVA
HtmlReportTemplateCode.cs Statuses TestVersion Alternatives",,
HRTC_SS_SM,"This is succeeded by any of the following (pick one, not all):",此模組的功能已被如下的一些模組繼承（單選，不是多選！）：,"HRTC_SS_SM
HtmlReportTemplateCode.cs Successors subscribedMod",,
HRTC_S_SMC,"This is succeeded by:",此模組的功能已被另一個模組繼承：,"HRTC_S_SMC
HtmlReportTemplateCode.cs Successors subscribedModCount",,
HRTC_S_U,"Unsubscribe this. It is succeeded by a mod you already have:",請取消訂閱。您已訂閱了一個繼承了它的功能的模組：,"HRTC_S_U
HtmlReportTemplateCode.cs Successors Unsubscribe",,
HRTC_S_WSP,"Workshop page:",工坊頁面：,"HRTC_S_WSP
HtmlReportTemplateCode.cs Successors WorkshopPage",,
REP_ATT_NEW,"ATTENTION: <br />Whenever a NEW GAME VERSION is released, various mods might stop working correctly or may even break completely!<br /><br />Make sure you get the latest updates of all mods and read your report carefully. It is possible that you may even have to switch and subscribe to a new alternative version of a mod.<br /><br />If your city isn't working properly, DO NOT overwrite its save! It may be useful to use ""-noWorkshop"" as a starting parameter to play pure Vanilla in a new city until all mods are updated or alternatives are available. (Warning: Savegames used by mods may not load in vanilla mode!)<br /><br />For more information, see Launch Options - Cities Skylines https://steamcommunity.com/sharedfiles/filedetails/?id=466981085. A list of broken mods is also available at https://pdxint.at/BrokenModCS.","請注意：<br />每當遊戲發佈更新時，許多模組可能無法正常運行，甚至可能完全崩潰！<br /><br />請您務必將所有模組更新到最新版本，並仔細閱讀您的報告。您甚至有可能需要訂閱新的替代模組。<br /><br />如您的存檔沒有正常運行，保存時一定不要覆蓋舊存檔！建議使用「-noWorkshop」啟動參數，新建一個純原版存檔遊玩，直到所有模組都已更新，或者都有可用的替代版本。（警告：使用了模組的存檔，可能無法在純原版模式中載入！）<br /><br />更多資訊，請查看城市天際線的啟動選項 https://steamcommunity.com/sharedfiles/filedetails/?id=466981085。還有一份損壞模組列表，您可在 https://pdxint.at/BrokenModCS 查看。","REP_ATT_NEW
Generic information in the header of the Report, will stay all time.",,
SET_BAO_AG,"Advanced options",高級選項：,"SET_BAO_AG
SettingsUI.cs BuildAdvancedOptionsUI advancedGroup",,
SET_BAO_DM,"Debug Mode",除錯模式,"SET_BAO_DM
SettingsUI.cs BuildAdvancedOptionsUI debugMode",,
SET_BAO_MLS,"Max log size (in KB)","最大日誌大小(單位為 KB)","SET_BAO_MLS
SettingsUI.cs BuildAdvancedOptionsUI maxLogSize",,
SET_BAO_MR,"Number of catalog download retries",目錄下載重試次數,"SET_BAO_MR
SettingsUI.cs BuildAdvancedOptionsUI maxRetries",,
SET_BAO_MVL,"Mod version",模組版本,"SET_BAO_MVL
SettingsUI.cs BuildAdvancedOptionsUI modVersionLabel",,
SET_BAO_ORAS,"Reset all settings",重置所有設置,"SET_BAO_ORAS
SettingsUI.cs BuildAdvancedOptionsUI OnResetAllSettings",,
SET_BAO_SBM,"Scan before entering Main Menu",在進入主功能表前掃描,"SET_BAO_SBM
SettingsUI.cs BuildAdvancedOptionsUI scanBeforeMenu",,
SET_BCO_CG,"Catalog options",目錄選項,"SET_BCO_CG
SettingsUI.cs BuildCatalogOptionsUI catalogGroup",,
SET_BCO_UIBD,"Download now",立即下載,"SET_BCO_UIBD
SettingsUI.cs BuildCatalogOptionsUI download",,
SET_BCO_DFD,Download,下載,"SET_BCO_DFD
SettingsUI.cs BuildCatalogOptionsUI downloadFrequencyDropdown",,
SET_BCO_SUIT,"Catalog version",目錄版本,"SET_BCO_SUIT
SettingsUI.cs BuildCatalogOptionsUI SettingsUIText",,
SET_BCO_TWF,"Text Report width",文本報告寬度,"SET_BCO_TWF
SettingsUI.cs BuildCatalogOptionsUI textWidthField",,
SET_BRG_CPB,"Change path",更改路徑,"SET_BRG_CPB
SettingsUI.cs BuildRecordGroupUI changePathBtn",,
SET_BRG_LAN,Language,語言,"SET_BRG_LAN
SettingsUI.cs BuildRecordGroupUI Language",,
SET_BRG_NW,"'--noWorkshop' launch option detected. No report was generated",檢測到無工坊內容（--noWorkshop）啟動選項，因此不會生成報告。,"SET_BRG_NW
SettingsUI.cs BuildRecordGroupUI noWorkshop",,
SET_BRG_OGR,"Generate report(s)",生成報告,"SET_BRG_OGR
SettingsUI.cs BuildRecordGroupUI OnGenerateReports",,
SET_BRG_OOF,"Open folder",打開資料夾,"SET_BRG_OOF
SettingsUI.cs BuildRecordGroupUI OnOpenFolder",,
SET_BRG_OOR,"Open report(s)",打開報告,"SET_BRG_OOR
SettingsUI.cs BuildRecordGroupUI OnOpenReports",,
SET_BRG_OHRISO,"Use Steam Overlay to open HTML report if available.","如果可以，請使用 Steam Overlay 打開 HTML 報告。","SET_BRG_OHRISO
SettingsUI.cs BuildRecordGroupUI OpenHtmlReportInSteamOverlay",,
SET_BRG_PE,"Access to the Steam Workshop is required for the mod to work properly.",此模組需要您能正常訪問Steam工坊。,"SET_BRG_PE
SettingsUI.cs BuildRecordGroupUI platformError",,
SET_BRG_PT,"Platform not supported",不支援此平臺,"SET_BRG_PT
SettingsUI.cs BuildRecordGroupUI platformType",,
SET_BRG_RG,"Report options",報告選項,"SET_BRG_RG
SettingsUI.cs BuildRecordGroupUI reportGroup",,
SET_BRG_RP,"Mod Errors",模組錯誤,"SET_BRG_RP
SettingsUI.cs BuildRecordGroupUI reportPanel",,
SET_BRG_RPTF,"Report path",報告檔路徑,"SET_BRG_RPTF
SettingsUI.cs BuildRecordGroupUI reportPathTextField",,
SET_BRG_RTD,"Report type",報告檔案類型,"SET_BRG_RTD
SettingsUI.cs BuildRecordGroupUI reportTypeDropdown",,
