Identifier,"Source String",Translation,Context,Labels,"Max. Length"
HRT_LSM_E,"The report does not check for incompatibilities with these. Results might not be completely accurate. Use mods as Workshop subscription whenever possible. Mods copied to the local mods folder don't always work and often cannot be detected correctly by other mods.","O relatório não procura por incompatibilidades com estas. Resultados podem não ser completamente precisos. Use MODs com assinatura da oficina Steam sempre que possível. MODs copiados para a pasta de MODs locais nem sempre funcionam e muitas vezes não podem ser detetados corretamente por outros MODs.","HRT_LSM_E
HtmlReportTemplate.tt Local subscription Mod Explain",,
HRT_LSM_P,"You have {LocalSubscriptionCount} local mods, which we can't review.","Existem {LocalSubscriptionCount} MODs locais, que não podemos revisar.","HRT_LSM_P
HtmlReportTemplate.tt Local subscription Mod plural",,
HRT_LSM_S,"You have {LocalSubscriptionCount} local mod, which we can't review.","Existe {LocalSubscriptionCount} MOD local, que não podemos revisar.","HRT_LSM_S
HtmlReportTemplate.tt Local subscription Mod singular",,
HRT_NRS_N,"{NonReviewedSubscriptions} of your mods have not been reviewed yet. Some incompatibilities or warnings might be missing in the report due to this.","{NonReviewedSubscriptions} dos seus MODs ainda não foram revisados. Algumas incompatibilidades ou avisos podem faltar no relatório devido a isso.","HRT_NRS_N
HtmlReportTemplate.tt Non reviewed subscriptions Note",,
HRT_P_D,Disabled,Desativado,"HRT_P_D
HtmlReportTemplate.tt processed Disabled",,
HRT_P_MN,"Mod Name","Nome do MOD","HRT_P_MN
HtmlReportTemplate.tt processed Mod Name",,
HRT_P_PM,"Processed mods","MODs carregados","HRT_P_PM
HtmlReportTemplate.tt processed Processed mods",,
HRT_P_T,Type,Tipo,"HRT_P_T
HtmlReportTemplate.tt processed Type",,
HRT_P_U,URL,Link,"HRT_P_U
HtmlReportTemplate.tt processed Url",,
HRT_RS_MAIP,"MODS HAVE MAJOR ISSUES:","MODS POSSUEM GRANDES PROBLEMAS:","HRT_RS_MAIP
HtmlReportTemplate.tt RenderSection majorIssuesplural",,
HRT_RS_MAIS,"MOD HAS MAJOR ISSUES:","MOD POSSUI GRANDE PROBLEMA:","HRT_RS_MAIS
HtmlReportTemplate.tt RenderSection majorIssuessingular",,
HRT_RS_MIP,"MODS HAVE MINOR ISSUES:","MODS POSSUEM PEQUENOS PROBLEMAS:","HRT_RS_MIP
HtmlReportTemplate.tt RenderSection minorIssuesplural",,
HRT_RS_MIS,"MOD HAS MINOR ISSUES:","MODS POSSUI PEQUENO PROBLEMA:","HRT_RS_MIS
HtmlReportTemplate.tt RenderSection minorIssuessingular",,
HRT_RS_NTRP,"MODS WITH NOTHING TO REPORT:","MODs sem nada para reportar:","HRT_RS_NTRP
HtmlReportTemplate.tt RenderSection nothingToReportplural",,
HRT_RS_NTRS,"MOD WITH NOTHING TO REPORT:","MOD sem nada para reportar:","HRT_RS_NTRS
HtmlReportTemplate.tt RenderSection nothingToReportsingular",,
HRT_RS_RP,"MODS WITH REMARKS:","MODS COM OBSERVAÇÕES:","HRT_RS_RP
HtmlReportTemplate.tt RenderSection remarksplural",,
HRT_RS_RS,"MOD WITH REMARK:","MOD COM OBSERVAÇÃO:","HRT_RS_RS
HtmlReportTemplate.tt RenderSection remarkssingular",,
HRT_RS_UP,"MODS COULD OR SHOULD BE UNSUBSCRIBED:","MODS PODERIAM OU DEVERIAM SER CANCELADOS A INSCRIÇÃO:","HRT_RS_UP
HtmlReportTemplate.tt RenderSection unsubscribeplural",,
HRT_RS_US,"MOD COULD OR SHOULD BE UNSUBSCRIBED:","MOD PODERIA OU DEVERIA SER CANCELADO A INSCRIÇÃO:","HRT_RS_US
HtmlReportTemplate.tt RenderSection unsubscribesingular",,
HRT_S_CRC,"{name}, created on {date+time}","{name}, criado em {date+time}","HRT_S_CRC
HtmlReportTemplate.tt section CompatibilityReportCreated",,
HRT_S_MUA,"Mods updated after this date might have an outdated review below.","Mods atualizados após esta data podem ter uma revisão desatualizada abaixo.","HRT_S_MUA
HtmlReportTemplate.tt section Modsupdaterafter",,
HRT_S_TMCC,"The mod catalog contains {ReviewedModCount} reviewed mods and was created on {Updated}.","O catálogo contém {ReviewedModCount} mods revisados e foi criado em {Updated}.","HRT_S_TMCC
HtmlReportTemplate.tt section Themodcatalogcontains",,
HRT_S_VWC,"Version {FullVersion} with catalog {VersionString}.","Versão {FullVersion} com o catálogo {VersionString}.","HRT_S_VWC
HtmlReportTemplate.tt section Versionwithcatalog",,
HRT_S_YGM,"Your game has {SubscriptionCount} mods.","O seu jogo tem {SubscriptionCount} mods.","HRT_S_YGM
HtmlReportTemplate.tt section Yourgamemods",,
HRTC_A_SNU,"No source code published, making it hard to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","Nenhum código-fonte foi publicado, dificultando a continuação por outro modder. Sem o código-fonte também é mais difícil garantir que um mod não inclua código malicioso.","HRTC_A_SNU
HtmlReportTemplateCode.cs abandoned SourceNotUpdated",,
HRTC_A_SURL,"Author activated that source code should be bundled with the mod but is not published. This make it harder to continue by another modder. Without source code it is also harder to ensure a mod not include malicious code.","O autor do Mod empacotou o código-fonte e não publicou o código, isso acaba dificultando o trabalho de outros produtores de Mod em mantê-lo atualizado, devido a isso, também é mais complicado garantir que não existam códigos maliciosos.","HRTC_A_SURL
HtmlReportTemplateCode.cs abandoned SourceUrl",,
HRTC_A_SM,"Some alternatives for this are (pick one, not all):","Algumas alternativas para isto são (escolha uma, não todas):","HRTC_A_SM
HtmlReportTemplateCode.cs Alternatives subscribedMod",,
HRTC_A_SMC,"An alternative you could use:","Uma alternativa que poderia usar:","HRTC_A_SMC
HtmlReportTemplateCode.cs Alternatives subscribedModCount",,
HRTC_BE_R,"If you use the asset editor and/or map editor, this may give serious issues.","Se você usar o editor de arquivos e/ou o editor de mapa, isso pode causar sérios problemas.","HRTC_BE_R
HtmlReportTemplateCode.cs BreaksEditors Remarks",,
HRTC_CRM_S,"Can't review local mods.","Não é possível revisar os mods locais.","HRTC_CRM_S
HtmlReportTemplateCode.cs cannotReviewMessage string",,
HRTC_CM_ID,Yes,Sim,"HRTC_CM_ID
HtmlReportTemplateCode.cs catalogMod IsDisabled",,
HRTC_IRS_CATA,"This is compatible with:","Isso é compatível com:","HRTC_IRS_CATA
HtmlReportTemplateCode.cs IncreaseReportSeverity CompatibleAccordingToAuthor",,
HRTC_IRS_IATA,"Unsubscribe either this one or the following mod it's incompatible with:","Cancele inscrição neste ou no seguinte mod. É incompatível com:","HRTC_IRS_IATA
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToAuthor",,
HRTC_IRS_IATU,"Users report an incompatibility with:","Os usuários relatam uma incompatibilidade com:","HRTC_IRS_IATU
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToUsers",,
HRTC_IRS_MAI,"This has major issues with:","Isto tem grandes problemas com:","HRTC_IRS_MAI
HtmlReportTemplateCode.cs IncreaseReportSeverity MajorIssues and HtmlReportTemplate.tt LI_Link majorIssues)",,
HRTC_IRS_MI,"This has minor issues with:","Isto tem pequenos problemas com:","HRTC_IRS_MI
HtmlReportTemplateCode.cs IncreaseReportSeverity MinorIssues",,
HRTC_IRS_RSS,"This requires specific configuration to work together with:","Isto requer uma configuração específica para funcionar com:","HRTC_IRS_RSS
HtmlReportTemplateCode.cs IncreaseReportSeverity RequiresSpecificSettings",,
HRTC_IRS_SF,"Unsubscribe either this or the following incompatible mod with similar functionality:","Cancele a inscrição deste ou do seguinte mod incompatível com funcionalidade semelhante:","HRTC_IRS_SF
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionality",,
HRTC_IRS_SFC,"This has very similar functionality, but is still compatible with (do you need both?):","Isso tem funções muito semelhantes, mas ainda é compatível com (você precisa de ambos?):","HRTC_IRS_SFC
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionalityCompatible",,
HRTC_IRS_SMDRT,"Unsubscribe either this or the other edition of the same mod:","Cancele a inscrição desta ou da outra edição do mesmo mod:","HRTC_IRS_SMDRT
HtmlReportTemplateCode.cs IncreaseReportSeverity SameModDifferentReleaseType",,
HRTC_I_B,"UNSUBSCRIBE! This mod is broken.","CANCELAR INSCRIÇÃO! Este mod está quebrado.","HRTC_I_B
HtmlReportTemplateCode.cs Instability Broken",,
HRTC_I_GB,"UNSUBSCRIBE! This mod breaks the game.","CANCELAR INSCRIÇÃO! Este mod quebra o jogo.","HRTC_I_GB
HtmlReportTemplateCode.cs Instability GameBreaking",,
HRTC_I_IATW,"UNSUBSCRIBE! This mod is totally incompatible with the current game version.","CANCELAR INSCRIÇÃO! Este mod é totalmente incompatível com a versão atual do jogo.","HRTC_I_IATW
HtmlReportTemplateCode.cs Instability IncompatibleAccordingToWorkshop",,
HRTC_I_MAI,"Unsubscribe would be wise. This has major issues: {StabilityNote}.","Cancelar inscrição seria sábio. Isto possui grandes problemas {StabilityNote}.","HRTC_I_MAI
HtmlReportTemplateCode.cs Instability MajorIssues",,
HRTC_I_MAIC,"Check its Workshop page for details.","Verifique sua Página de Oficina Steam para detalhes.","HRTC_I_MAIC
HtmlReportTemplateCode.cs Instability MajorIssuesCheck, MinorIssuesCheck and UsersReportIssuesCheck",,
HRTC_I_RIM,"UNSUBSCRIBE! This requires a mod that is totally incompatible with the current game version.","CANCELAR INSCRIÇÃO! Isto requer um mod que é totalmente incompatível com a versão atual do jogo.","HRTC_I_RIM
HtmlReportTemplateCode.cs Instability RequiresIncompatibleMod",,
HRTC_ICSM_S,"This is a cinematic camera script, which technically is a mod and thus listed here.","Este é um script de câmera, que é tecnicamente um mod e, listado aqui.","HRTC_ICSM_S
HtmlReportTemplateCode.cs isCameraScriptMessage string",,
HRTC_ID_U,"Enable this if you want to use it, or unsubscribe it. Disabled mods can cause issues.","Ative isso se quiser usá-lo ou cancelar a inscrição. Mods desativados podem causar problemas.","HRTC_ID_U
HtmlReportTemplateCode.cs IsDisabled Unsubscribe",,
HRTC_IMN_R,"None of your Steam Workshop mods need this, and it doesn't provide any functionality on its own.","Nenhum dos seus mods da Oficina Steam precisa disso, e isso não oferece nenhuma funcionalidade por conta própria.","HRTC_IMN_R
HtmlReportTemplateCode.cs IsModNeeded Remarks",,
HRTC_IMN_RL,"Unsubscribe this unless it's needed for one of your local mods.","Cancele a sua assinatura, a menos que seja necessário para um dos seus mods locais.","HRTC_IMN_RL
HtmlReportTemplateCode.cs IsModNeeded RemarksLocal",,
HRTC_IMN_U,"Unsubscribe this. It is only needed for mods you don't have, and it doesn't provide any functionality on its own.","Cancele a assinatura. É necessário apenas para mods que você não tem, e não fornece nenhuma funcionalidade.","HRTC_IMN_U
HtmlReportTemplateCode.cs IsModNeeded Unsubscribe",,
HRTC_IS_S,Steam,Steam,"HRTC_IS_S
HtmlReportTemplateCode.cs isSteam steam",,
HRT_LIL_U,Unsubscribe,"Cancelar inscrição","HRT_LIL_U
HtmlReportTemplateCode.cs LI_Link unsubscribe",,
HRTC_LLMID_BI,Built-in,Construído,"HRTC_LLMID_BI
HtmlReportTemplateCode.cs LowestLocalModID builtin",,
HRTC_LLMID_L,Local,Local,"HRTC_LLMID_L
HtmlReportTemplateCode.cs LowestLocalModID local",,
HRTC_M_TV,"If you don't have a specific reason to use it, you'd better use the stable version instead.","Se você não tem um motivo específico para usá-lo, é melhor usar a versão estável ao invés disso.","HRTC_M_TV
HtmlReportTemplateCode.cs Message TestVersion",,
HRTC_NCS_MI,"This mod has the comment section disabled on the Steam Workshop, making it hard to see if other users are experiencing issues. Use with caution.","Este mod tem a seção de comentários desativada na Oficina Steam, dificultando ver se outros usuários estão tendo problemas. Use com cuidado.","HRTC_NCS_MI
HtmlReportTemplateCode.cs NoCommentSection MinorIssues",,
HRTC_ND_MI,"This has no description on the Steam Workshop. Support from the author is unlikely.","Isto não tem nenhuma descrição na Oficina Steam. O suporte do autor é improvável.","HRTC_ND_MI
HtmlReportTemplateCode.cs NoDescription MinorIssues",,
HRTC_NKIM_S,"No known issues or incompatibilities with your other mods.","Nenhum problema ou incompatibilidade conhecido com os seus outros mods.","HRTC_NKIM_S
HtmlReportTemplateCode.cs noKnownIssuesMessage string",,
HRTC_R2_SM,"The author or the users of this mod recommend using the following as well:","O autor ou os usuários deste mod também recomendam usar:","HRTC_R2_SM
HtmlReportTemplateCode.cs Recommendations2 subscribedMod",,
HRTC_RDLC_U,"Unsubscribe this. It requires DLC you don't have:","Cancele a inscrição. Requer DLC que você não possui:","HRTC_RDLC_U
HtmlReportTemplateCode.cs RequiredDlc Unsubscribe",,
HRTC_RM_SM,"This mod requires other mods you don't have, or which are not enabled:","Esse mod requer outros mods que você não tem, ou que não estão ativados:","HRTC_RM_SM
HtmlReportTemplateCode.cs RequiredMods subscribedMod",,
HRTC_RU_U,"Unsubscribe this. It is a re-upload of another mod, use that one instead (or its successor).","Cancele a assinatura. É um reenvio de outro mod, use esse em vez disso (ou seu sucessor).","HRTC_RU_U
HtmlReportTemplateCode.cs Reupload Unsubscribe",,
HRTC_I_MAS,"Unsubscribe would be wise. This has major issues: {StabilityNote}","Cancelar inscrição seria sábio. Isto possui grandes problemas: {StabilityNote}","HRTC_I_MAS
HtmlReportTemplateCode.cs Stability MajorIssuesStabilityNote",,
HRTC_S_MI,"This has minor issues {StabilityNote}.","Isso tem pequenos problemas {StabilityNote}.","HRTC_S_MI
HtmlReportTemplateCode.cs Stability MinorIssues",,
HRTC_S_MIS,"This has minor issues: {StabilityNote}","Isso tem pequenos problemas: {StabilityNote}","HRTC_S_MIS
HtmlReportTemplateCode.cs Stability MinorIssuesStabilityNote",,
HRTC_S_NEI,"There is not enough information about this mod to know if it works well.","Não há informações suficientes sobre esse mod para saber se ele funciona bem.","HRTC_S_NEI
HtmlReportTemplateCode.cs Stability NotEnoughInformation",,
HRTC_S_NEIC,"but it was updated for the current game version.","mas foi atualizado para a versão atual do jogo.","HRTC_S_NEIC
HtmlReportTemplateCode.cs Stability NotEnoughInformationCurrent and NotReviewedCurrent",,
HRTC_S_NEIV,"but it was updated for game version {GameVersion}.","mas foi atualizado para a versão {GameVersion} do jogo.","HRTC_S_NEIV
HtmlReportTemplateCode.cs Stability NotEnoughInformationVersion and NotReviewedVersion",,
HRTC_S_NR,"This mod has not been reviewed yet.","Este mod ainda não foi revisado.","HRTC_S_NR
HtmlReportTemplateCode.cs Stability NotReviewed",,
HRTC_S_S,"This is compatible with the current game version.","Isso é compatível com a versão atual do jogo.","HRTC_S_S
HtmlReportTemplateCode.cs Stability Stable",,
HRTC_S_URS,"Users are reporting issues: {StabilityNote}","Os usuários estão reportando problemas: {StabilityNote}","HRTC_S_URS
HtmlReportTemplateCode.cs Stability UserReportIssuesStabilityNote",,
HRTC_S_URI,"Users are reporting issues {StabilityNote}.","Os usuários estão reportando problemas {StabilityNote}.","HRTC_S_URI
HtmlReportTemplateCode.cs Stability UsersReportIssues",,
HRTC_SS_TV,"This is a test version, but is considered quite stable.","Esta é uma versão de teste, mas é considerada bastante estável.","HRTC_SS_TV
HtmlReportTemplateCode.cs StabilityStable TestVersion",,
HRTC_S_A,"This seems to be abandoned and the author seems retired. Future updates are unlikely.","Isso parece ter sido abandonado e o autor parece ter se aposentado. Atualizações futuras são improváveis.","HRTC_S_A
HtmlReportTemplateCode.cs Statuses Abandoned",,
HRTC_S_AR,"The author seems to be retired. Future updates are unlikely.","O autor parece estar aposentado. Atualizações futuras não são prováveis.","HRTC_S_AR
HtmlReportTemplateCode.cs Statuses authorRetired",,
HRTC_S_D,"This is deprecated and no longer supported by the author. If a successor/alternative is available, it would be wise to unsubscribe this mod and subscribe the successor/alternative instead.","Este mod não é mais suportador pelo autor e está obsoleto. Se um(a) sucessor/alternativa está disponível, é recomendado que cancele a inscrição neste mod e se inscreva no mod sucessor/alternativo.","HRTC_S_D
HtmlReportTemplateCode.cs Statuses Deprecated",,
HRTC_S_MFM,"This is only needed for modders or asset creators. Regular users don't need this one. Such mods should not be activated if you're not in the Editor. It's even better to exclude such mods with Loading Order Tool or to unsubscribe from them if you want to play the normal game.","Isto só é necessário para modders ou criadores de ativos. Usuários regulares não precisam deste aqui. Tais mods não devem ser ativados se você não estiver no Editor. Seria ainda melhor excluir esses mods com o Loading Order Tool ou cancelar a assinatura deles se você quiser jogar o jogo normalmente.","HRTC_S_MFM
HtmlReportTemplateCode.cs Statuses ModForModders",,
HRTC_S_MC,"As the included music might be copyright protected, it is better not to use Music Packs for streaming to avoid legal issues.","Visto que a música incluída pode ser protegida por direitos autorais, é melhor não usa-las para streaming, para evitar questões legais.","HRTC_S_MC
HtmlReportTemplateCode.cs Statuses MusicCopyright",,
HRTC_S_MCF,"The included music is said to be copyright-free and safe for streaming. Some restrictions might still apply though.","A música incluída é isenta de direitos autorais e segura para streaming, mas ainda podem ser aplicadas algumas restrições.","HRTC_S_MCF
HtmlReportTemplateCode.cs Statuses MusicCopyrightFree",,
HRTC_S_MCU,"This includes music with unknown copyright status. Safer not to use it for streaming.","Isso inclui música com status de direito autoral desconhecido. É mais seguro não usá-la para streaming.","HRTC_S_MCU
HtmlReportTemplateCode.cs Statuses MusicCopyrightUnknown",,
HRTC_S_NIAR,"This seems to be abandoned. Future updates are unlikely.","Parece que isso foi abandonado. Atualizações futuras não são prováveis.","HRTC_S_NIAR
HtmlReportTemplateCode.cs Statuses nestedItemauthorRetired",,
HRTC_S_O,"Unsubscribe this. It is no longer needed.","Cancele a inscrição. Já não é necessário.","HRTC_S_O
HtmlReportTemplateCode.cs Statuses Obsolete",,
HRTC_S_RFW,"Unsubscribe would be wise. This is no longer available on the Steam Workshop.","Cancelar inscrição seria sábio. Isto não está mais disponível na Oficina Steam.","HRTC_S_RFW
HtmlReportTemplateCode.cs Statuses RemovedFromWorkshop",,
HRTC_S_SCLW,"NOTE: After using this mod, game saves won't (easily) load without it anymore.","OBSERVAÇÃO: Após usar este mod, os jogos salvos não irão (facilmente) carregar sem ele.","HRTC_S_SCLW
HtmlReportTemplateCode.cs Statuses SavesCantLoadWithout",,
HRTC_S_TVA,"This is a test version. If you don't have a specific reason to use it, you'd better use the stable version instead.","Esta é uma versão de teste. Se você não tem um motivo específico para usá-la, é melhor usar a versão estável.","HRTC_S_TVA
HtmlReportTemplateCode.cs Statuses TestVersion Alternatives",,
HRTC_SS_SM,"This is succeeded by any of the following (pick one, not all):","Isso foi sucedido por qualquer uma das seguintes (selecione um, não todos):","HRTC_SS_SM
HtmlReportTemplateCode.cs Successors subscribedMod",,
HRTC_S_SMC,"This is succeeded by:","Isso foi sucedido por:","HRTC_S_SMC
HtmlReportTemplateCode.cs Successors subscribedModCount",,
HRTC_S_U,"Unsubscribe this. It is succeeded by a mod you already have:","Cancelando a inscrição. Foi com sucesso um mod que você já possui:","HRTC_S_U
HtmlReportTemplateCode.cs Successors Unsubscribe",,
HRTC_S_WSP,"Workshop page:","Página da oficina:","HRTC_S_WSP
HtmlReportTemplateCode.cs Successors WorkshopPage",,
REP_ATT_NEW,"ATTENTION: <br />Whenever a NEW GAME VERSION is released, various mods might stop working correctly or may even break completely!<br /><br />Make sure you get the latest updates of all mods and read your report carefully. It is possible that you may even have to switch and subscribe to a new alternative version of a mod.<br /><br />If your city isn't working properly, DO NOT overwrite its save! It may be useful to use ""-noWorkshop"" as a starting parameter to play pure Vanilla in a new city until all mods are updated or alternatives are available. (Warning: Savegames used by mods may not load in vanilla mode!)<br /><br />For more information, see Launch Options - Cities Skylines https://steamcommunity.com/sharedfiles/filedetails/?id=466981085. A list of broken mods is also available at https://pdxint.at/BrokenModCS.","Atenção:<br />Quando o jogo sofre uma atualização para uma NOVA VERSÃO, vários mods podem parar de funcionar corretamente ou ainda parar por completo!<br /><br /> Sempre confira se você tem as atualizações mais recentes para os seus mods e leia o relátorio com cuidado. É possível que precise se inscrever em uma versão alternativa mais atual de algum mod.<br /><br />Se sua cidade não está funcionando corretamente, NÃO SALVE o jogo! Pode ser útil usar ""-noWorkshop""(variável para jogar sem conteúdo da Oficina da Steam para o jogo) em uma nova cidade enquanto os mods são atualizados ou alternativas são criadas.(Aviso:Jogos Salvos que usam mods não irão carregar no modo sem conteúdo da Oficina)<br /><br />Para mais informações veja as opções de Abertura do Jogo no link https://steamcommunity.com/sharedfiles/filedetails/?id=466981085. Uma lista de mods quebrados, ou que podem quebrar seu jogo salvo está aqui neste link, sempre fique de olho nele https://pdxint.at/BrokenModCS.","REP_ATT_NEW
Generic information in the header of the Report, will stay all time.",,
SET_BAO_AG,"Advanced options","Opções avançadas","SET_BAO_AG
SettingsUI.cs BuildAdvancedOptionsUI advancedGroup",,
SET_BAO_DM,"Debug Mode","Modo de Depuração","SET_BAO_DM
SettingsUI.cs BuildAdvancedOptionsUI debugMode",,
SET_BAO_MLS,"Max log size (in KB)","Tamanho máximo do log (em KB)","SET_BAO_MLS
SettingsUI.cs BuildAdvancedOptionsUI maxLogSize",,
SET_BAO_MR,"Number of catalog download retries","Número de tentativas de download do catálogo","SET_BAO_MR
SettingsUI.cs BuildAdvancedOptionsUI maxRetries",,
SET_BAO_MVL,"Mod version","Versão do mod","SET_BAO_MVL
SettingsUI.cs BuildAdvancedOptionsUI modVersionLabel",,
SET_BAO_ORAS,"Reset all settings","Reiniciar as configurações","SET_BAO_ORAS
SettingsUI.cs BuildAdvancedOptionsUI OnResetAllSettings",,
SET_BAO_SBM,"Scan before entering Main Menu","Escanear antes de entrar no Menu Principal","SET_BAO_SBM
SettingsUI.cs BuildAdvancedOptionsUI scanBeforeMenu",,
SET_BCO_CG,"Catalog options","Opções do catálogo","SET_BCO_CG
SettingsUI.cs BuildCatalogOptionsUI catalogGroup",,
SET_BCO_UIBD,"Download now","Baixar agora","SET_BCO_UIBD
SettingsUI.cs BuildCatalogOptionsUI download",,
SET_BCO_DFD,Download,Baixar,"SET_BCO_DFD
SettingsUI.cs BuildCatalogOptionsUI downloadFrequencyDropdown",,
SET_BCO_SUIT,"Catalog version","Versão do catálogo","SET_BCO_SUIT
SettingsUI.cs BuildCatalogOptionsUI SettingsUIText",,
SET_BCO_TWF,"Text Report width","Largura do relatório de texto","SET_BCO_TWF
SettingsUI.cs BuildCatalogOptionsUI textWidthField",,
SET_BRG_CPB,"Change path","Altere o caminho","SET_BRG_CPB
SettingsUI.cs BuildRecordGroupUI changePathBtn",,
SET_BRG_LAN,Language,Idioma,"SET_BRG_LAN
SettingsUI.cs BuildRecordGroupUI Language",,
SET_BRG_NW,"'--noWorkshop' launch option detected. No report was generated","Opção de lançamento '--noWorkshop' detectada. Nenhum relatório foi gerado","SET_BRG_NW
SettingsUI.cs BuildRecordGroupUI noWorkshop",,
SET_BRG_OGR,"Generate report(s)","Gerar relatório(s)","SET_BRG_OGR
SettingsUI.cs BuildRecordGroupUI OnGenerateReports",,
SET_BRG_OOF,"Open folder","Abrir pasta","SET_BRG_OOF
SettingsUI.cs BuildRecordGroupUI OnOpenFolder",,
SET_BRG_OOR,"Open report(s)","Abrir relatório(s)","SET_BRG_OOR
SettingsUI.cs BuildRecordGroupUI OnOpenReports",,
