"Identifier","Source String","Translation","Context","Labels","Max. Length"
"HRT_IO_SOW","WARNING: The latest review catalog could not be downloaded. Results might be outdated.","WARNUNG: Der aktuelle Katalog konnte nicht heruntergeladen werden. Ergebnisse könnten veraltet sein.","HRT_IO_SOW
HtmlReportTemplate.tt Is outdated ShowOutdatedWarning","",""
"HRT_LIL_MAI","Major Issues","Gravierende Probleme","HRT_LIL_MAI
HtmlReportTemplate.tt LI_Link majorIssues","",""
"HRT_LIL_MI","Minor Issues","Kleinere Probleme","HRT_LIL_MI
HtmlReportTemplate.tt LI_Link minorIssues","",""
"HRT_LIL_NTR","Nothing to report","Nichts zu berichten","HRT_LIL_NTR
HtmlReportTemplate.tt LI_Link nothingToReport","",""
"HRT_LIL_R","Remarks","Anmerkungen","HRT_LIL_R
HtmlReportTemplate.tt LI_Link remarks","",""
"HRT_LSM_E","The report does not check for incompatibilities with these. Results might not be completely accurate. Use mods as Workshop subscription whenever possible. Mods copied to the local mods folder don't always work and often cannot be detected correctly by other mods.","Der Bericht prüft nicht auf Inkompatibilitäten mit diesen Mods. Die Ergebnisse sind möglicherweise nicht ganz korrekt. Verwend Mods als Workshop-Abonnement, wann immer dies möglich ist. Mods, die in den lokalen Mods Ordner kopiert wurden, funktionieren nicht immer und können von anderen Mods oft nicht richtig erkannt werden.","HRT_LSM_E
HtmlReportTemplate.tt Local subscription Mod Explain","",""
"HRT_LSM_P","You have {LocalSubscriptionCount} local mods, which we can't review.","Du hast {LocalSubscriptionCount} lokale Mods, die wir nicht überprüfen können.","HRT_LSM_P
HtmlReportTemplate.tt Local subscription Mod plural","",""
"HRT_LSM_S","You have {LocalSubscriptionCount} local mod, which we can't review.","Du hast {LocalSubscriptionCount} lokale Mod, die wir nicht überprüfen können.","HRT_LSM_S
HtmlReportTemplate.tt Local subscription Mod singular","",""
"HRT_NRS_N","{NonReviewedSubscriptions} of your mods have not been reviewed yet. Some incompatibilities or warnings might be missing in the report due to this.","{NonReviewedSubscriptions} deiner Mods wurden noch nicht überprüft. Einige Inkompatibilitäten oder Warnungen könnten aus diesem Grund im Bericht fehlen.","HRT_NRS_N
HtmlReportTemplate.tt Non reviewed subscriptions Note","",""
"HRT_P_D","Disabled","Deaktiviert","HRT_P_D
HtmlReportTemplate.tt processed Disabled","",""
"HRT_P_MN","Mod Name","Name der Mod","HRT_P_MN
HtmlReportTemplate.tt processed Mod Name","",""
"HRT_P_PM","Processed mods","Verarbeitete Mods","HRT_P_PM
HtmlReportTemplate.tt processed Processed mods","",""
"HRT_P_T","Type","Typ","HRT_P_T
HtmlReportTemplate.tt processed Type","",""
"HRT_P_U","URL","URL","HRT_P_U
HtmlReportTemplate.tt processed Url","",""
"HRT_RS_MAIP","MODS HAVE MAJOR ISSUES:","MODS HABEN GRAVIERENDE PROBLEME:","HRT_RS_MAIP
HtmlReportTemplate.tt RenderSection majorIssuesplural","",""
"HRT_RS_MAIS","MOD HAS MAJOR ISSUES:","MOD HAT GRAVIERENDE PROBLEME:","HRT_RS_MAIS
HtmlReportTemplate.tt RenderSection majorIssuessingular","",""
"HRT_RS_MIP","MODS HAVE MINOR ISSUES:","MODS HABEN GERINGFÜGIGE PROBLEME:","HRT_RS_MIP
HtmlReportTemplate.tt RenderSection minorIssuesplural","",""
"HRT_RS_MIS","MOD HAS MINOR ISSUES:","MOD HAT GERINGFÜGIGE PROBLEME:","HRT_RS_MIS
HtmlReportTemplate.tt RenderSection minorIssuessingular","",""
"HRT_RS_NTRP","MODS WITH NOTHING TO REPORT:","MODS OHNE PROBLEMMELDUNGEN:","HRT_RS_NTRP
HtmlReportTemplate.tt RenderSection nothingToReportplural","",""
"HRT_RS_NTRS","MOD WITH NOTHING TO REPORT:","MOD OHNE PROBLEMMELDUNGEN:","HRT_RS_NTRS
HtmlReportTemplate.tt RenderSection nothingToReportsingular","",""
"HRT_RS_RP","MODS WITH REMARKS:","MODS MIT ANMERKUNGEN:","HRT_RS_RP
HtmlReportTemplate.tt RenderSection remarksplural","",""
"HRT_RS_RS","MOD WITH REMARK:","MOD MIT ANMERKUNGEN:","HRT_RS_RS
HtmlReportTemplate.tt RenderSection remarkssingular","",""
"HRT_RS_UP","MODS COULD OR SHOULD BE UNSUBSCRIBED:","MODS DIE ABBESTELLT WERDEN KÖNNEN ODER SOLLTEN:","HRT_RS_UP
HtmlReportTemplate.tt RenderSection unsubscribeplural","",""
"HRT_RS_US","MOD COULD OR SHOULD BE UNSUBSCRIBED:","MOD DIE ABBESTELLT WERDEN KANN ODER SOLLTE:","HRT_RS_US
HtmlReportTemplate.tt RenderSection unsubscribesingular","",""
"HRT_S_MUA","Mods updated after this date might have an outdated review below.","Nach diesem Datum aktualisierte Mods beinhalten möglicherweise Informationen aus einer veralteten Überprüfung.","HRT_S_MUA
HtmlReportTemplate.tt section Modsupdaterafter","",""
"HRT_S_TMCC","The mod catalog contains {ReviewedModCount} reviewed mods and was created on {Updated}.","Der Mod-Katalog enthält {ReviewedModCount} geprüfte Mods und wurde am {Updated} erstellt.","HRT_S_TMCC
HtmlReportTemplate.tt section Themodcatalogcontains","",""
"HRT_S_VWC","Version {FullVersion} with catalog {VersionString}.","Version {FullVersion} mit Katalog {VersionString}.","HRT_S_VWC
HtmlReportTemplate.tt section Versionwithcatalog","",""
"HRT_S_YGM","Your game has {SubscriptionCount} mods.","Dein Spiel hat {SubscriptionCount} Mods.","HRT_S_YGM
HtmlReportTemplate.tt section Yourgamemods","",""
"HRTC_A_SNU","Published source seems out of date, making it hard to continue by another modder.","Die veröffentlichten Quellcode-Dateien scheint veraltet zu sein, was es schwierig macht, dass ein anderer Modder diese Mod fortführen kann.","HRTC_A_SNU
HtmlReportTemplateCode.cs abandoned SourceNotUpdated","",""
"HRTC_A_SURL","No public source code found, making it hard to continue by another modder.","Kein öffentlicher Quellcode gefunden, was es schwierig macht, dass ein anderer Modder diese Mod fortführen kann.","HRTC_A_SURL
HtmlReportTemplateCode.cs abandoned SourceUrl","",""
"HRTC_A_SM","Some alternatives for this are (pick one, not all):","Einige Alternativen sind (wähle eine, nicht alle):","HRTC_A_SM
HtmlReportTemplateCode.cs Alternatives subscribedMod","",""
"HRTC_A_SMC","An alternative you could use:","Eine Alternative, die du verwenden kannst:","HRTC_A_SMC
HtmlReportTemplateCode.cs Alternatives subscribedModCount","",""
"HRTC_BE_R","If you use the asset editor and/or map editor, this may give serious issues.","Wenn du den Asset-Editor und/oder den Karteneditor verwendest, kann diese Mod zu ernsthaften Problemen führen.","HRTC_BE_R
HtmlReportTemplateCode.cs BreaksEditors Remarks","",""
"HRTC_CRM_S","Can't review local mods.","Lokale Mods können nicht überprüft werden.","HRTC_CRM_S
HtmlReportTemplateCode.cs cannotReviewMessage string","",""
"HRTC_CM_ID","Yes","Ja","HRTC_CM_ID
HtmlReportTemplateCode.cs catalogMod IsDisabled","",""
"HRTC_IRS_CATA","This is compatible with:","Diese Mod ist kompatibel mit:","HRTC_IRS_CATA
HtmlReportTemplateCode.cs IncreaseReportSeverity CompatibleAccordingToAuthor","",""
"HRTC_IRS_IATA","Unsubscribe either this one or the following mod it's incompatible with:","Entweder diese oder die folgende Mod abbestellen, mit der sie inkompatibel ist:","HRTC_IRS_IATA
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToAuthor","",""
"HRTC_IRS_IATU","Users report an incompatibility with:","Benutzer berichten über eine Inkompatibilität mit:","HRTC_IRS_IATU
HtmlReportTemplateCode.cs IncreaseReportSeverity IncompatibleAccordingToUsers","",""
"HRTC_IRS_MAI","Minor Issues","Geringfügige Probleme","HRTC_IRS_MAI
HtmlReportTemplateCode.cs IncreaseReportSeverity MajorIssues and HtmlReportTemplate.tt LI_Link minorIssues)","",""
"HRTC_IRS_MI","This has minor issues with:","Diese Mod hat geringfügige Probleme mit:","HRTC_IRS_MI
HtmlReportTemplateCode.cs IncreaseReportSeverity MinorIssues","",""
"HRTC_IRS_RSS","This requires specific configuration to work together with:","Dies erfordert eine spezielle Konfiguration, um mit folgendem zusammen zu funktionieren:","HRTC_IRS_RSS
HtmlReportTemplateCode.cs IncreaseReportSeverity RequiresSpecificSettings","",""
"HRTC_IRS_SF","Unsubscribe either this or the following incompatible mod with similar functionality:","Diese oder die folgende inkompatible Mod mit ähnlicher Funktionalität abbestellen:","HRTC_IRS_SF
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionality","",""
"HRTC_IRS_SFC","This has very similar functionality, but is still compatible with (do you need both?):","Dies hat eine sehr ähnliche Funktionalität, ist aber trotzdem kompatibel mit (Brauchst du beides?):","HRTC_IRS_SFC
HtmlReportTemplateCode.cs IncreaseReportSeverity SameFunctionalityCompatible","",""
"HRTC_IRS_SMDRT","Unsubscribe either this or the other edition of the same mod:","Entweder diese oder die andere Version des gleichen Mods abbestellen:","HRTC_IRS_SMDRT
HtmlReportTemplateCode.cs IncreaseReportSeverity SameModDifferentReleaseType","",""
"HRTC_I_B","UNSUBSCRIBE! This mod is broken.","ABBESTELLEN! Diese Mod ist defekt.","HRTC_I_B
HtmlReportTemplateCode.cs Instability Broken","",""
"HRTC_I_GB","UNSUBSCRIBE! This mod breaks the game.","ABBESTELLEN! Diese Mod beschädigt das Spiel.","HRTC_I_GB
HtmlReportTemplateCode.cs Instability GameBreaking","",""
"HRTC_I_IATW","UNSUBSCRIBE! This mod is totally incompatible with the current game version.","ABBESTELLEN! Diese Mod ist gänzlich inkompatibel mit der aktuellen Spielversion.","HRTC_I_IATW
HtmlReportTemplateCode.cs Instability IncompatibleAccordingToWorkshop","",""
"HRTC_I_MAI","Unsubscribe would be wise. This has major issues {StabilityNote}. Check its Workshop page for details.","Abbestellen ist ratsam. Diese Mod hat gravierende Probleme {StabilityNote}. Weitere Details sind auf der Workshop-Seite zu finden.","HRTC_I_MAI
HtmlReportTemplateCode.cs Instability MajorIssues","",""
"HRTC_I_MAIC","Check its Workshop page for details.","Auf der Workshop-Seite findest du weitere Informationen.","HRTC_I_MAIC
HtmlReportTemplateCode.cs Instability MajorIssuesCheck, MinorIssuesCheck and UsersReportIssuesCheck","",""
"HRTC_I_RIM","UNSUBSCRIBE! This requires a mod that is totally incompatible with the current game version.","ABBESTELLEN! Diese Mod benötigt eine andere Mod die gänzlich inkompatibel mit der aktuellen Spielversion ist.","HRTC_I_RIM
HtmlReportTemplateCode.cs Instability RequiresIncompatibleMod","",""
"HRTC_ICSM_S","This is a cinematic camera script, which technically is a mod and thus listed here.","Dies ist ein Kameraskript, das technisch gesehen eine Mod ist und daher hier gelistet ist.","HRTC_ICSM_S
HtmlReportTemplateCode.cs isCameraScriptMessage string","",""
"HRTC_ID_U","Enable this if you want to use it, or unsubscribe it. Disabled mods can cause issues.","Aktiviere diese Mod, wenn du sie verwenden möchtest oder bestelle sie ab. Deaktivierte Mods können Probleme verursachen.","HRTC_ID_U
HtmlReportTemplateCode.cs IsDisabled Unsubscribe","",""
"HRTC_IMN_R","None of your Steam Workshop mods need this, and it doesn't provide any functionality on its own.","Keiner deiner Steam Workshop-Mods benötigt diese Mod und bietet keine eigenständige Funktionalität.","HRTC_IMN_R
HtmlReportTemplateCode.cs IsModNeeded Remarks","",""
"HRTC_IMN_RL","Unsubscribe this unless it's needed for one of your local mods.","Abbestellen, wenn diese Mod nicht für eine deiner lokalen Mods notwendig ist.","HRTC_IMN_RL
HtmlReportTemplateCode.cs IsModNeeded RemarksLocal","",""
"HRTC_IMN_U","Unsubscribe this. It is only needed for mods you don't have, and it doesn't provide any functionality on its own.","Abbestellen. Wird nur für Mods benötigt, die du nicht hast und bietet keine eigenständige Funktionalität.","HRTC_IMN_U
HtmlReportTemplateCode.cs IsModNeeded Unsubscribe","",""
"HRTC_IS_S","Steam","Steam","HRTC_IS_S
HtmlReportTemplateCode.cs isSteam steam","",""
"HRT_LIL_U","Unsubscribe","Abbestellen","HRT_LIL_U
HtmlReportTemplateCode.cs LI_Link unsubscribe","",""
"HRTC_LLMID_BI","Built-in","Integriert","HRTC_LLMID_BI
HtmlReportTemplateCode.cs LowestLocalModID builtin","",""
"HRTC_LLMID_L","Local","Lokal","HRTC_LLMID_L
HtmlReportTemplateCode.cs LowestLocalModID local","",""
"HRTC_M_TV","If you don't have a specific reason to use it, you'd better use the stable version instead.","Wenn du keinen bestimmten Grund hast, diese Mod zu verwenden, solltest du stattdessen die stabile Version verwenden.","HRTC_M_TV
HtmlReportTemplateCode.cs Message TestVersion","",""
"HRTC_NCS_MI","This mod has the comment section disabled on the Steam Workshop, making it hard to see if other users are experiencing issues. Use with caution.","Diese Mod hat den Kommentar-Abschnitt im Steam Workshop deaktiviert, was es schwer macht zu sehen, ob andere Benutzer Probleme damit haben. Verwende sie mit Vorsicht.","HRTC_NCS_MI
HtmlReportTemplateCode.cs NoCommentSection MinorIssues","",""
"HRTC_ND_MI","This has no description on the Steam Workshop. Support from the author is unlikely.","Diese Mod hat keine Beschreibung im Steam Workshop. Hilfe durch den Autors ist unwahrscheinlich.","HRTC_ND_MI
HtmlReportTemplateCode.cs NoDescription MinorIssues","",""
"HRTC_NKIM_S","No known issues or incompatibilities with your other mods.","Keine bekannten Probleme oder Inkompatibilitäten mit anderen Mods.","HRTC_NKIM_S
HtmlReportTemplateCode.cs noKnownIssuesMessage string","",""
"HRTC_R2_SM","The author or the users of this mod recommend using the following as well:","Der Autor oder die Benutzer dieses Mods empfehlen ebenfalls folgende Mods:","HRTC_R2_SM
HtmlReportTemplateCode.cs Recommendations2 subscribedMod","",""
"HRTC_RDLC_U","Unsubscribe this. It requires DLC you don't have:","Abbestellen. Diese Mod erfordert ein DLC, dass du nicht hast:","HRTC_RDLC_U
HtmlReportTemplateCode.cs RequiredDlc Unsubscribe","",""
"HRTC_RM_SM","This mod requires other mods you don't have, or which are not enabled:","Diese Mod benötigt andere Mods, die du nicht hast oder die nicht aktiviert sind:","HRTC_RM_SM
HtmlReportTemplateCode.cs RequiredMods subscribedMod","",""
"HRTC_RU_U","Unsubscribe this. It is a re-upload of another mod, use that one instead (or its successor).","Abbestellen. Dies ist eine erneut hochgeladene Kopie einer anderen Mod. Verwende stattdessen die originale Mod (oder ihren Nachfolger).","HRTC_RU_U
HtmlReportTemplateCode.cs Reupload Unsubscribe","",""
"HRTC_S_MI","This has minor issues {StabilityNote}. Check its Workshop page for details.","Diese Mod hat geringfügige Probleme {StabilityNote}. Auf der Workshop-Seite findest du weitere Informationen.","HRTC_S_MI
HtmlReportTemplateCode.cs Stability MinorIssues","",""
"HRTC_S_MIC","Check its Workshop page for details.","Auf der Workshop-Seite findest du weitere Informationen.","HRTC_S_MIC
HtmlReportTemplateCode.cs Stability MinorIssuesCheck","",""
"HRTC_S_NEI","There is not enough information about this mod to know if it works well.","Es gibt nicht genügend Informationen über diese Mod zu wissen, ob sie gut funktioniert.","HRTC_S_NEI
HtmlReportTemplateCode.cs Stability NotEnoughInformation","",""
"HRTC_S_NEIC","but it was updated for the current game version.","aber die Mod wurde für die aktuelle Spielversion aktualisiert.","HRTC_S_NEIC
HtmlReportTemplateCode.cs Stability NotEnoughInformationCurrent and NotReviewedCurrent","",""
"HRTC_S_NEIV","but it was updated for game version {GameVersion}.","aber die Mod wurde für die Spielversion {GameVersion} aktualisiert.","HRTC_S_NEIV
HtmlReportTemplateCode.cs Stability NotEnoughInformationVersion and NotReviewedVersion","",""
"HRTC_S_NR","This mod has not been reviewed yet.","Diese Mod wurde noch nicht überprüft.","HRTC_S_NR
HtmlReportTemplateCode.cs Stability NotReviewed","",""
"HRTC_S_NRC","but it was updated for the current game version.","aber die Mod wurde für die aktuelle Spielversion aktualisiert.","HRTC_S_NRC
HtmlReportTemplateCode.cs Stability NotReviewedCurrent","",""
"HRTC_S_NRV","but it was updated for game version {GameVersion}","aber die Mod wurde für die Spielversion {GameVersion} aktualisiert","HRTC_S_NRV
HtmlReportTemplateCode.cs Stability NotReviewedVersion","",""
"HRTC_S_S","This is compatible with the current game version.","Diese Mod ist mit der aktuellen Spielversion kompatibel.","HRTC_S_S
HtmlReportTemplateCode.cs Stability Stable","",""
"HRTC_S_URI","Users are reporting issues {StabilityNote}. Check its Workshop page for details.","Benutzer melden Probleme {StabilityNote}. Weitere Details sind auf der Workshop-Seite zu finden.","HRTC_S_URI
HtmlReportTemplateCode.cs Stability UsersReportIssues","",""
"HRTC_S_URIC","Check its Workshop page for details.","Auf der Workshop-Seite findest du weitere Informationen.","HRTC_S_URIC
HtmlReportTemplateCode.cs Stability UsersReportIssuesCheck","",""
"HRTC_SS_TV","This is a test version, but is considered quite stable.","Dies ist eine Testversion, funktioniert aber bereits sehr zuverlässig.","HRTC_SS_TV
HtmlReportTemplateCode.cs StabilityStable TestVersion","",""
"HRTC_S_A","This seems to be abandoned and the author seems retired. Future updates are unlikely.","Diese Mod scheint verwaist zu sein und der Autor scheint nicht mehr aktiv zu sein. Zukünftige Updates sind daher unwahrscheinlich.","HRTC_S_A
HtmlReportTemplateCode.cs Statuses Abandoned","",""
"HRTC_S_AR","The author seems to be retired. Future updates are unlikely.","Der Autor scheint nicht mehr aktiv zu sein. Zukünftige Updates sind daher unwahrscheinlich.","HRTC_S_AR
HtmlReportTemplateCode.cs Statuses authorRetired","",""
"HRTC_S_D","Unsubscribe would be wise. This is deprecated and no longer supported by the author.","Abbestellen ist ratsam. Dies Mod ist veraltet und wird vom Autor nicht mehr unterstützt.","HRTC_S_D
HtmlReportTemplateCode.cs Statuses Deprecated","",""
"HRTC_S_MFM","This is only needed for modders or creators. Regular users don't need this one.","Diese Mod wird nur für Modder oder Asset-Ersteller benötigt. Normale Benutzer benötigen diese Mod nicht.","HRTC_S_MFM
HtmlReportTemplateCode.cs Statuses ModForModders","",""
"HRTC_S_MC","This includes copyrighted music and should not be used for streaming.","Enthält urheberrechtlich geschützte Musik und sollte daher nicht zum Streamen verwendet werden.","HRTC_S_MC
HtmlReportTemplateCode.cs Statuses MusicCopyrighted","",""
"HRTC_S_MCF","The included music is said to be copyright-free and safe for streaming. Some restrictions might still apply though.","Die enthaltene Musik soll frei von Urheberrechtsansprüchen sein und soll daher für Streaming geeignet sein. Einige Einschränkungen könnten jedoch dennoch gelten.","HRTC_S_MCF
HtmlReportTemplateCode.cs Statuses MusicCopyrightFree","",""
"HRTC_S_MCU","This includes music with unknown copyright status. Safer not to use it for streaming.","Der Copyright-Status der enthaltenen Musik mit unbekannt. Es ist sicherer, diese nicht zum Streamen zu verwenden.","HRTC_S_MCU
HtmlReportTemplateCode.cs Statuses MusicCopyrightUnknown","",""
"HRTC_S_NIAR","This seems to be abandoned. Future updates are unlikely.","Diese Mod scheint verwaist zu sein. Zukünftige Updates sind daher unwahrscheinlich.","HRTC_S_NIAR
HtmlReportTemplateCode.cs Statuses nestedItemauthorRetired","",""
"HRTC_S_O","Unsubscribe this. It is no longer needed.","Abbestellen. Diese Mod wird nicht mehr benötigt.","HRTC_S_O
HtmlReportTemplateCode.cs Statuses Obsolete","",""
"HRTC_S_RFW","Unsubscribe would be wise. This is no longer available on the Steam Workshop.","Abbestellen ist ratsam. Diese Mod ist nicht mehr im Steam Workshop verfügbar.","HRTC_S_RFW
HtmlReportTemplateCode.cs Statuses RemovedFromWorkshop","",""
"HRTC_S_SCLW","NOTE: After using this mod, game saves won't (easily) load without it anymore.","HINWEIS: Nach der Verwendung dieser Mod können Spielstände nicht mehr ohne Schwierigkeiten ohne sie geladen werden.","HRTC_S_SCLW
HtmlReportTemplateCode.cs Statuses SavesCantLoadWithout","",""
"HRTC_S_TVA","This is a test version. If you don't have a specific reason to use it, you'd better use the stable version instead.","Diese ist eine Testversion. Wenn du keinen bestimmten Grund hast, diese Mod zu verwenden, solltest du stattdessen die stabile Version verwenden.","HRTC_S_TVA
HtmlReportTemplateCode.cs Statuses TestVersion Alternatives","",""
"HRTC_SS_SM","This is succeeded by any of the following (pick one, not all):","Diese Mod ist durch Folgendes ersetzt worden (wähle einen, nicht alle):","HRTC_SS_SM
HtmlReportTemplateCode.cs Successors subscribedMod","",""
"HRTC_S_SMC","This is succeeded by:","Diese Mod ist durch die folgende Mod ersetzt worden:","HRTC_S_SMC
HtmlReportTemplateCode.cs Successors subscribedModCount","",""
"HRTC_S_U","Unsubscribe this. It is succeeded by a mod you already have:","Abbestellen. Diese Mod ist von einer Mod ersetzt worden, die du bereits hast:","HRTC_S_U
HtmlReportTemplateCode.cs Successors Unsubscribe","",""
"HRTC_S_WSP","Workshop page:","Workshop-Seite:","HRTC_S_WSP
HtmlReportTemplateCode.cs Successors WorkshopPage","",""
"SET_BAO_AG","Advanced options","Erweiterte Einstellungen","SET_BAO_AG
SettingsUI.cs BuildAdvancedOptionsUI advancedGroup","",""
"SET_BAO_DM","Debug Mode","Entwicklermodus","SET_BAO_DM
SettingsUI.cs BuildAdvancedOptionsUI debugMode","",""
"SET_BAO_MLS","Max log size (in KB)","Max. Protokollgröße (in KB)","SET_BAO_MLS
SettingsUI.cs BuildAdvancedOptionsUI maxLogSize","",""
"SET_BAO_MR","Number of catalog download retries","Anzahl der Download-Versuche für den Katalog","SET_BAO_MR
SettingsUI.cs BuildAdvancedOptionsUI maxRetries","",""
"SET_BAO_MVL","Mod version","Modversion","SET_BAO_MVL
SettingsUI.cs BuildAdvancedOptionsUI modVersionLabel","",""
"SET_BAO_ORAS","Reset all settings","Einstellungen zurücksetzen","SET_BAO_ORAS
SettingsUI.cs BuildAdvancedOptionsUI OnResetAllSettings","",""
"SET_BAO_SBM","Scan before entering Main Menu","Den Scan vor dem Betreten des Hauptmenüs durchführen","SET_BAO_SBM
SettingsUI.cs BuildAdvancedOptionsUI scanBeforeMenu","",""
"SET_BCO_CG","Catalog options","Katalogeinstellungen","SET_BCO_CG
SettingsUI.cs BuildCatalogOptionsUI catalogGroup","",""
"SET_BCO_UIBD","Download now","Jetzt herunterladen","SET_BCO_UIBD
SettingsUI.cs BuildCatalogOptionsUI download","",""
"SET_BCO_DFD","Download","Herunterladen","SET_BCO_DFD
SettingsUI.cs BuildCatalogOptionsUI downloadFrequencyDropdown","",""
"SET_BCO_SUIT","Catalog version","Katalogversion","SET_BCO_SUIT
SettingsUI.cs BuildCatalogOptionsUI SettingsUIText","",""
"SET_BCO_TWF","Text Report width","Breite des Textberichts","SET_BCO_TWF
SettingsUI.cs BuildCatalogOptionsUI textWidthField","",""
"SET_BRG_CPB","Change path","Speicherort ändern","SET_BRG_CPB
SettingsUI.cs BuildRecordGroupUI changePathBtn","",""
"SET_BRG_NW","'--noWorkshop' launch option detected. No report was generated","'--noWorkshop' Startoption erkannt. Es wurde kein Bericht erstellt","SET_BRG_NW
SettingsUI.cs BuildRecordGroupUI noWorkshop","",""
"SET_BRG_OGR","Generate report(s)","Bericht(e) erstellen","SET_BRG_OGR
SettingsUI.cs BuildRecordGroupUI OnGenerateReports","",""
"SET_BRG_OOR","Open report(s)","Bericht(e) öffnen","SET_BRG_OOR
SettingsUI.cs BuildRecordGroupUI OnOpenReports","",""
"SET_BRG_OHRISO","Use Steam Overlay to open HTML report if available.","Steam Overlay verwenden, um den HTML-Bericht zu öffnen, falls verfügbar.","SET_BRG_OHRISO
SettingsUI.cs BuildRecordGroupUI OpenHtmlReportInSteamOverlay","",""
"SET_BRG_PE","Access to the Steam Workshop is required for the mod to work properly.","Der Zugriff auf den Steam Workshop ist erforderlich, damit die Mod richtig funktioniert.","SET_BRG_PE
SettingsUI.cs BuildRecordGroupUI platformError","",""
"SET_BRG_PT","Platform not supported","Plattform nicht unterstützt","SET_BRG_PT
SettingsUI.cs BuildRecordGroupUI platformType","",""
"SET_BRG_RG","Report options","Berichtsoptionen","SET_BRG_RG
SettingsUI.cs BuildRecordGroupUI reportGroup","",""
"SET_BRG_RP","Mod Errors","Mod Fehler","SET_BRG_RP
SettingsUI.cs BuildRecordGroupUI reportPanel","",""
